#t    <|E|>    <|B|>    <|E|^2>    <|B|^2>    rms(|E|)    rms(|B|)
66.4680580000047    648401.866130382    595353.397738537    542412836228.081    414043838615.681    349267.599737965    244127.365153643
66.8216115000044    929454.436308774    429089.883932121    1067590786033.33    215683406269.908    451337.165386663    177666.197620783
67.1751650000042    2172066.74118587    215340.665687993    5557505830013.2    55582575960.487    916314.302980909    95973.8175834389
67.5287185000039    2218327.299883    191757.897298348    5720658332839.42    46250864842.9452    894249.586767154    97364.1292605316
67.8822720000037    1058243.09219596    403468.10660799    1341263921171.89    192731610091.183    470516.183559521    173046.516987043
68.2358255000034    792116.343174914    539879.619579778    757215054002.989    349111397651.598    360231.526768813    240086.22204115
68.5893790000032    833506.316998292    549458.199279559    831346247210.08    357881511307.012    369612.590064276    236595.009565876
68.9429325000029    1765177.92936254    315323.951838613    3657141165503.84    123052979208.417    735722.803231764    153700.307759278
69.2964860000027    2003909.1262981    292537.81659248    4860763513767.28    101981170094.618    919299.585176924    128073.400665098
69.6500395000024    2397682.84500377    220649.671006805    6745276204864.86    61988294202.3346    998194.960736366    115334.369929018
70.0035930000022    1650900.48143665    341615.321637443    3166623373472.51    146590821197.381    664191.97064158    172886.648472133
70.3571465000019    1732486.74923028    326910.974192613    3705238818517.63    130247322063.592    838885.261677149    152893.875011488
70.7107000000017    849436.336019451    571164.661422932    875253748042.239    432394288192.324    392060.784945508    325830.044246923
71.0642535000014    803838.496970874    630363.104414414    875286801351.959    479153419966.649    478675.748434746    285999.609369789
71.4178070000012    1216245.49122346    449697.136109476    1824278001709.58    245763140874.234    587388.207906989    208651.927020023
71.7713605000009    2299047.61318072    262319.947399125    6278560842758.85    92221977097.5264    996464.206626051    153003.994372848
72.1249140000007    2004306.74668031    302805.884508708    4845503218586.03    128015602030.425    910086.63532536    190589.08241902
72.4784675000004    1386781.38857331    427219.67477925    2668407347986.64    248569693218.565    863275.580734978    257007.865054898
72.8320210000002    1035371.33112345    564622.945430561    1527654590677.39    439683336654.958    675026.516045882    347684.147105208
73.1855744999999    848878.074550518    668689.580241844    951663126962.699    649587618595.613    480696.517056348    449935.399664885
73.5391279999996    1761001.55358774    419015.673265855    3929675388888.57    263430664535.551    910246.624355245    296406.022363098
73.8926814999994    2308426.03585684    335276.134767279    6574434091122.46    168812603723.874    1116066.00526166    237492.141300269
74.2462349999991    2084875.63389355    336016.279401272    5545115109932.67    180125511698.905    1094718.54881957    259265.446359965
74.5997884999989    1684243.28914016    416914.319462423    4000430684264.43    289312192837.803    1078774.87329413    339845.02801275
74.9533419999986    1685054.31321464    437312.385322428    3734596351449.44    371220635241.171    946143.917681755    424238.745148035
75.3068954999984    1015357.33538083    654497.732682156    1568169829367.43    715943104343.545    732952.461525144    536260.964696725
