#t    av|LHS-RHS|_over_av|LHS+RHS|    av|LHS|    av|RHS|
0    4.13382427388921e-11    32.6385767592724    32.6385767595142
0.3535535    4.13390656401405e-11    32.9923180929403    32.9923180936019
0.707106999999999    6.92429719288045e-11    26.5564876066713    26.5564876073279
1.0606605    1.63868860548977e-10    17.354660301434    17.3546603017861
1.414214    2.9446530173515e-10    13.0383810872531    13.0383810876471
1.76776750000001    4.29641836397013e-10    10.3703974784542    10.3703974782029
2.121321    1.48463231336405e-10    18.5144322542078    18.5144322543168
2.4748745    5.10892881421519e-11    33.1253006263004    33.1253006259158
2.82842799999999    5.42800220667073e-11    33.3052760335082    33.3052760329194
3.18198149999998    9.63704418671996e-11    25.002362842007    25.00236284119
3.53553499999997    1.77962951803326e-10    18.7158849966232    18.7158849971543
3.88908849999997    6.82441235548169e-10    8.97250069998145    8.97250069925041
4.24264199999997    1.59384467292657e-10    19.1493285610481    19.1493285605026
4.59619549999999    6.51693339441502e-11    31.4414815171559    31.4414815176325
4.949749    6.53298789423145e-11    31.4414635927859    31.4414635929101
5.30330250000002    7.9704371381435e-11    29.0856987688548    29.0856987690735
5.65685600000003    1.37463092635432e-10    22.6043177545933    22.6043177557174
6.01040950000005    2.80612706836708e-10    15.7473970453913    15.7473970450292
6.36396300000006    4.84532976440977e-10    11.9802979101953    11.9802979095982
6.71751650000007    6.95356148179526e-11    32.9033962804394    32.9033962809134
7.07107000000009    7.51614309038823e-11    30.8729802410675    30.8729802402918
7.4246235000001    7.96705432104798e-11    30.4718822566586    30.4718822557784
7.77817700000012    1.34919191357884e-10    23.6223241890612    23.6223241889331
8.13173050000013    1.32818923023381e-10    24.6688850309028    24.668885031572
8.48528400000015    3.04560440543458e-10    15.8748622036354    15.8748622032287
8.83883750000016    2.01933490579829e-10    18.9567446959629    18.9567446954935
9.19239100000018    4.51428809812105e-11    42.2314451538138    42.2314451541918
9.54594450000019    9.68298383902221e-11    28.6695534201502    28.6695534205081
9.89949800000021    9.83978718244986e-11    28.9988794103348    28.9988794111212
10.2530515000002    4.11419627605839e-11    46.1130024774794    46.1130024785313
10.6066050000002    9.12436509542337e-11    30.7289435657082    30.7289435645979
10.9601585000002    1.72386221856693e-10    22.7336526809902    22.7336526789936
11.3137120000003    1.95400608966228e-11    66.5472843632773    66.5472843644479
11.6672655000003    1.08292006172853e-10    27.4755054966703    27.4755054960603
12.0208190000003    7.0234397906262e-11    35.5766793675607    35.5766793673328
12.3743725000003    3.43294213275888e-11    51.850592093357    51.8505920925006
12.7279260000003    9.61691646479001e-11    31.1980627967464    31.1980627965489
13.0814795000003    7.39822697783165e-11    34.7443368003715    34.7443367992979
13.4350330000004    1.96274581487575e-10    17.893762717782    17.8937627178713
13.7885865000004    3.36730800921363e-11    48.6954908974851    48.6954908969363
14.1421400000004    2.50987596934516e-11    61.799934570108    61.7999345712025
14.4956935000004    2.09512761059494e-11    67.7020278263682    67.7020278272853
14.8492470000004    8.89088539853985e-12    102.079686351185    102.079686352733
15.2028005000004    2.141603364966e-11    65.2634061897643    65.263406188028
15.5563540000004    3.82079921244998e-11    50.428727033756    50.4287270329258
15.9099075000005    4.70102204923702e-12    134.271710419216    134.271710420848
16.2634610000004    1.69290837937443e-11    76.886225561291    76.8862255611068
16.6170145000003    6.90876777152649e-12    117.48769177241    117.487691771918
16.9705680000003    4.45471921297641e-12    143.693781370657    143.693781369967
17.3241215000002    5.74516732515505e-11    41.5585129587869    41.5585129588887
17.6776750000001    1.44861643228051e-11    76.7887535141607    76.7887535135324
18.0312285    8.46149008917323e-11    20.5925642999896    20.5925643006654
18.384782    2.51700871677515e-11    44.7755806070469    44.7755806065086
18.7383354999999    2.32585863333192e-12    196.376407806598    196.376407806901
19.0918889999998    2.09802286886718e-12    204.809533385271    204.809533385508
19.4454424999997    1.85192490264632e-12    210.18834165166    210.188341651896
19.7989959999997    4.21873889366085e-12    137.412282412397    137.412282412112
20.1525494999996    7.31758732535705e-12    109.81316085211    109.813160852167
20.5061029999995    9.28892762219831e-13    261.813040705348    261.813040705531
20.8596564999994    1.42900512094919e-12    244.301546716509    244.30154671614
21.2132099999994    6.91020743733792e-13    333.91168045281    333.911680452758
21.5667634999993    6.03182328162586e-13    347.436953218644    347.436953218185
21.9203169999992    1.45313874881337e-11    78.7256643227052    78.7256643225755
22.2738704999991    2.28686695258126e-12    166.694472845956    166.694472845529
22.6274239999991    1.59974837245557e-11    57.7903903720449    57.7903903715893
22.980977499999    8.30109908430485e-12    97.7650325270398    97.76503252687
23.3345309999989    2.42072907991014e-13    507.978937761768    507.97893776218
23.6880844999988    2.23880517507175e-13    519.474933809275    519.474933810018
24.0416379999988    3.33167822942071e-13    404.52151689684    404.52151689759
24.3951914999987    6.57288872332055e-13    284.270338162272    284.270338161446
24.7487449999986    1.10407773647423e-12    233.273463209822    233.273463209316
25.1022984999985    1.37249813856862e-13    494.674579260412    494.674579261086
25.4558519999985    1.25793452135885e-13    638.331543009206    638.331543008382
25.8094054999984    7.01575583547443e-14    800.610609688459    800.610609687877
26.1629589999983    7.34076224254558e-14    760.465698845567    760.465698844788
26.5165124999982    1.19934054503206e-12    212.450881574456    212.450881574583
26.8700659999982    2.76320586774074e-13    357.930792284198    357.930792283356
27.2236194999981    2.88781346579421e-12    168.71021161457    168.710211612842
27.577172999998    5.68652002400983e-13    373.280807105488    373.280807106921
27.9307264999979    2.32970439756196e-14    1154.01336106842    1154.01336106894
28.2842799999979    2.21779950717101e-14    1168.5159974426    1168.51599744335
28.6378334999978    5.07971947861605e-14    727.052516992584    727.052516993767
28.9913869999977    8.07995884986943e-14    577.910915411991    577.910915410822
29.3449404999977    1.25047152450434e-13    489.466208114543    489.466208113404
29.6984939999976    1.61677336345257e-14    908.222645146142    908.222645147757
30.0520474999975    1.0096511609063e-14    1493.64340552161    1493.64340552056
30.4056009999974    6.58041077252237e-15    1720.21163123509    1720.21163123383
30.7591544999974    7.81143607034541e-15    1542.74111052472    1542.74111052349
31.1127079999973    6.53843153475947e-14    598.327551087606    598.327551088816
31.4662614999972    2.66378079041511e-14    766.753365729027    766.753365728252
31.8198149999971    4.66787491227996e-13    440.871007617169    440.871007615883
32.1733684999971    2.29844903727907e-14    1115.14077835312    1115.14077835418
32.5269219999972    2.09803825837796e-15    2395.20499199188    2395.20499199307
32.8804754999974    2.06425726056743e-15    2400.45005488505    2400.45005488621
33.2340289999975    7.3133329015451e-15    1199.94610947729    1199.9461094783
33.5875824999976    8.40242686975251e-15    1155.6731675175    1155.67316751651
33.9411359999977    1.13375880943427e-14    1021.9333480699    1021.93334806889
34.2946894999978    1.69847272265899e-15    1621.61362689798    1621.61362689936
34.6482429999979    7.70800329967279e-16    3244.86185323636    3244.86185323526
35.001796499998    6.16650723334415e-16    3371.63517074961    3371.63517074803
35.3553499999981    8.17486156716856e-16    2903.57551468193    2903.57551468088
35.7089034999982    3.40264867081449e-15    1597.52702416346    1597.52702416502
36.0624569999983    2.26489335118486e-15    1641.79650298792    1641.79650298691
36.4160104999984    3.698590384109e-14    1071.82989048953    1071.82989048781
36.7695639999985    1.01938368151335e-15    2907.95224155653    2907.95224155768
37.1231174999986    1.94646689535155e-16    4585.59781561657    4585.59781561826
37.4766709999987    2.03493744825537e-16    4513.39504117084    4513.39504117219
37.8302244999988    1.22726926686407e-15    1739.61661183774    1739.61661183939
38.1837779999989    8.32438222108584e-16    2265.62154183208    2265.62154183069
38.537331499999    9.36063914192303e-16    2130.08879861588    2130.08879861429
38.8908849999991    1.75794579820139e-16    2802.16440605311    2802.16440605429
39.2444384999992    6.14444281817921e-17    6639.83864426403    6639.83864426233
39.5979919999993    6.41801066001057e-17    5989.02436164931    5989.02436164814
39.9515454999994    9.42029247991897e-17    4979.27734286943    4979.27734286796
40.3050989999995    1.85576365197346e-16    4055.36126353482    4055.36126353714
40.6586524999996    1.82264217489278e-16    3515.01452274008    3515.01452273863
41.0122059999997    1.80485161852731e-15    2493.44910522802    2493.44910522585
41.3657594999998    5.30232356967143e-17    7005.43996989278    7005.43996989487
41.7193129999999    2.01508741390876e-17    8016.17330564895    8016.17330565018
42.0728665    2.31567326486765e-17    7594.97919466481    7594.97919466608
42.4264200000001    3.29400441270158e-16    2091.05249151832    2091.05249151947
42.7799735000002    8.42436260725926e-17    4307.33190693819    4307.33190693708
43.1335270000003    7.41735222057201e-17    4442.35061021881    4442.35061021682
43.4870805000005    1.85961337411617e-17    4611.85620266431    4611.85620266556
43.8406340000006    5.29534984610685e-18    12791.7426009421    12791.7426009404
44.1941875000007    8.21122460900004e-18    9262.71165041954    9262.71165041858
44.5477410000008    1.39640145074174e-17    7403.06395264721    7403.06395264677
44.9012945000009    1.06308305488484e-17    9986.2131791764    9986.21317917776
45.254848000001    1.44548601650842e-17    7493.38472562189    7493.3847256204
45.6084015000011    8.75456250784132e-17    5664.40584197215    5664.40584197067
45.9619550000012    3.1397288033884e-18    15929.4995148756    15929.4995148769
46.3155085000013    2.6143292496834e-18    13183.4932758434    13183.4932758425
46.6690620000014    3.89411853077829e-18    13685.0875615796    13685.0875615791
47.0226155000015    8.20291493345013e-17    10441.7332499451    10441.7332499435
47.3761690000016    1.1116460859159e-17    9518.21123139486    9518.21123139729
47.7297225000017    5.70211642448386e-18    9375.74997639757    9375.74997639633
48.0832760000018    2.25419910683617e-18    9810.49237113688    9810.4923711361
48.4368295000019    5.53004105629133e-19    29118.4520533145    29118.4520533153
48.790383000002    2.34617198491584e-18    48260.7466277407    48260.7466277417
49.1439365000021    7.9812453125514e-18    60545.2561032312    60545.2561032314
49.4974900000022    6.02667868391301e-19    30528.3186308063    30528.3186308072
49.8510435000023    1.35200806820151e-18    22981.1965515012    22981.1965515033
50.2045970000024    3.92252537814543e-18    16850.0748338099    16850.074833809
50.5581505000025    2.38664366100705e-19    71406.3972152191    71406.3972152173
