#t    a    aDot    H
0    1    1.16969131829146    1.16969131829146
0.3535535    1.49564503313477    1.60737846707419    1.07470585029473
0.707106999999999    2.0960046298537    1.71593346235429    0.818668736659262
1.0606605    2.67015141428813    1.50722553764656    0.564471935779114
1.414214    3.16147605473872    1.28426265966655    0.406222485139996
1.76776750000001    3.58691942540264    1.13220200478311    0.315647459701725
2.121321    3.96929177579394    1.0463056503165    0.263600085208455
2.4748745    4.34547640381045    1.11703158095365    0.257056183753329
2.82842799999999    4.77758043941344    1.3288677745847    0.278146604005239
3.18198149999998    5.26729884623568    1.40427342003767    0.266602192325056
3.53553499999997    5.75177092501635    1.32480721346812    0.230330315782588
3.88908849999997    6.20285835822019    1.22967537110829    0.198243342035804
4.24264199999997    6.62344408740052    1.15297394555255    0.174074685365851
4.59619549999999    7.02319199191103    1.12221913078921    0.159787619658088
4.949749    7.43147389686023    1.20817437074403    0.162575336671031
5.30330250000002    7.88191170007774    1.32712666510942    0.168376241146717
5.65685600000003    8.35465735461923    1.32774326347932    0.158922527534324
6.01040950000005    8.81368018302076    1.26653323237787    0.143700838478097
6.36396300000006    9.25065005937829    1.20676878947742    0.130452322996912
6.71751650000007    9.66837778963079    1.1602169954082    0.120001206060909
7.07107000000009    10.0774652451709    1.16884849378338    0.11598635821081
7.4246235000001    10.5054182353875    1.25910347946246    0.119852770375307
7.77817700000012    10.9629835276544    1.31296218733352    0.119763218107693
8.13173050000013    11.4236599818663    1.28480930583789    0.112469148055647
8.48528400000015    11.8695224890368    1.2375937476455    0.104266515252707
8.83883750000016    12.2993216225397    1.19479222920974    0.0971429372999045
9.19239100000018    12.7164055670768    1.17105851358385    0.0920903715603216
9.54594450000019    13.135145739343    1.2105222646947    0.092159028054701
9.89949800000021    13.5766972542196    1.28259139714806    0.0944700594799986
10.2530515000002    14.033854706072    1.29135394155303    0.0920170522354276
10.6066050000002    14.4848105200951    1.25727311732049    0.0867994176089666
10.9601585000002    14.9227211075608    1.22043498379203    0.0817836757113742
11.3137120000003    15.3483684339619    1.18931122189186    0.0774877946805232
11.6672655000003    15.7672698895195    1.18938261567611    0.0754336434912359
12.0208190000003    16.1964987366052    1.24486250727178    0.0768599761909226
12.3743725000003    16.6455088355607    1.28512211314715    0.0772053366372117
12.7279260000003    17.0983016239454    1.27006502818223    0.0742801861913327
13.0814795000003    17.5418616323846    1.23889751033872    0.0706252013783734
13.4350330000004    17.974552892055    1.20928736437269    0.0672777437989689
13.7885865000004    18.3980995796656    1.19060146122249    0.0647132849818033
14.1421400000004    18.821571766436    1.21408107495297    0.0645047655965697
14.4956935000004    19.2602998381621    1.26568058008656    0.0657144795627095
14.8492470000004    19.7111186862889    1.2756961542228    0.064719622185126
15.2028005000004    20.1584383002744    1.25260813223721    0.0621381534411897
15.5563540000004    20.5965599624422    1.22602374348395    0.0595256560182671
15.9099075000005    21.0256833456411    1.20261037889616    0.057197207773296
