#t    <phi>    <pi>    <phi^2>    <pi^2>    rms(phi)    rms(pi)
0    1    -0.707107175689875    1.00000000000003    0.500000557912712    1.54857409677107e-07    7.7530447377071e-07
0.3535535    0.732695145025098    -0.788437961799568    0.536842175543362    0.621634419606935    1.09914007730587e-07    5.2605539860183e-07
0.707106999999999    0.458970306500095    -0.734747747950819    0.210653742248796    0.539854253118941    7.25800002366909e-08    3.76329580694671e-07
1.0606605    0.226071779146905    -0.57506629025344    0.0511084493266496    0.330701238185913    5.30937945299404e-08    2.4328886397116e-07
1.414214    0.0507680235036269    -0.425263183309244    0.00257739221046768    0.180848775078377    5.35100632472811e-08    2.55762201650787e-07
1.76776750000001    -0.08138836939634    -0.329647805889076    0.00662406667299949    0.10866767592751    6.62400744316776e-08    1.67982293918415e-07
2.121321    -0.183404371138458    -0.241558920471159    0.0336371633527134    0.0583507120592985    1.42669318842256e-07    3.26669677715565e-07
2.4748745    -0.243146212822345    -0.0802711212570611    0.0591200808098804    0.00644345290791323    1.77673133615223e-07    2.17785554476536e-07
2.82842799999999    -0.233717919249409    0.12928630497556    0.0546240657783022    0.0167149486542516    1.70447019382958e-07    1.35058207900659e-07
3.18198149999998    -0.16414565322646    0.24037829785343    0.026943795473155    0.0577817260789425    1.16841459379658e-07    1.74108637690799e-07
3.53553499999997    -0.0774253654146987    0.23869081694269    0.00599468720960299    0.0569733060928521    5.80443304866216e-08    2.88543772696464e-07
3.88908849999997    0.00145803398808294    0.207572043883275    2.12586311123095e-06    0.0430861534019074    2.87385733726026e-08    1.65197956644101e-07
4.24264199999997    0.0699407160015672    0.179361815135179    0.00489170375481821    0.0321706607286709    7.95861042697401e-08    2.90869712661966e-07
4.59619549999999    0.125370437724054    0.125717505560227    0.0157177466551475    0.0158048912043011    1.62981856161072e-07    1.23869812342457e-07
4.949749    0.151189259075335    0.0110115086247527    0.0228581920597878    0.000121253322202087    1.97186730115086e-07    9.53166125910819e-08
5.30330250000002    0.132245890691093    -0.109908234277408    0.0174889756047106    0.012079819962019    1.7333440740099e-07    2.03140298551703e-07
5.65685600000003    0.0828587621534482    -0.156200387692268    0.00686557446561435    0.024398561115252    1.1245776170664e-07    1.93144548714724e-07
6.01040950000005    0.0279721807525166    -0.150303813588602    0.000782442896052349    0.0225912363793378    2.98126281650721e-08    2.46353706954192e-07
6.36396300000006    -0.0226845803776683    -0.136506929189256    0.000514590186912955    0.0186341417167193    4.54238036537767e-08    1.96435536679636e-07
6.71751650000007    -0.0680720821981347    -0.117386754525207    0.00463380837480907    0.0137796501380677    1.39487391226869e-07    3.2643755105671e-07
7.07107000000009    -0.101472709729175    -0.0630964530824265    0.0102967108198223    0.0039811623916129    2.02252185391208e-07    1.73335842189884e-07
7.4246235000001    -0.107574510933966    0.0311261709758333    0.0115722754027282    0.000968838519622711    2.15008241413554e-07    7.68337281642269e-08
7.77817700000012    -0.0825924712702804    0.100656701880516    0.00682151631055861    0.0101317716335087    1.6287536903522e-07    2.13666135736346e-07
8.13173050000013    -0.0431031877119858    0.115831563486078    0.00185788479094284    0.0134169510997201    9.03121854122718e-08    3.01355489617492e-07
8.48528400000015    -0.0031624235054959    0.109171736867603    1.00009224283736e-05    0.011918468130746    1.61454273252284e-08    2.38671482449257e-07
8.83883750000016    0.0340161286044936    0.100711904583088    0.00115709700524692    0.0101428877248618    9.73286831671794e-08    3.29814202085708e-07
9.19239100000018    0.0664855245135232    0.0783417380494977    0.00442032496988545    0.00613742792065838    2.17162800181607e-07    2.055707456505e-07
9.54594450000019    0.0848554690685121    0.0191345054683374    0.00720045063091236    0.000366129299524063    2.74139475276705e-07    7.89294532873937e-08
9.89949800000021    0.0782309307692127    -0.053666317111224    0.00612007852908138    0.00288007359231488    2.53041483374815e-07    1.80071107761689e-07
10.2530515000002    0.05168360703257    -0.0887529839679762    0.00267119523592549    0.00787709216326827    1.68440198989664e-07    2.20066641768131e-07
10.6066050000002    0.0194384988982371    -0.0907175687541516    0.000377855239419723    0.00822967728080183    5.43875022821303e-08    3.70950996111753e-07
