1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
17 2.848787319553077e-45 4.947593032981199e-43 47192
17.25 2.694242318736434e-45 4.93585893480088e-43 47576
17.5 2.421453536142537e-45 4.488932746797055e-43 45348
17.75 2.223640817397389e-45 4.2553044224732e-43 44060
18 2.104932039308902e-45 4.088509160302706e-43 43872
18.25 1.844672819752912e-45 3.733948834198296e-43 41756
18.5 1.774552275447253e-45 3.629318359583199e-43 41528
18.75 1.601331774233209e-45 3.241769770532491e-43 39300
19 1.450195149626486e-45 3.078055151538164e-43 38276
19.25 1.317398505488919e-45 2.862575898149174e-43 36900
19.5 1.20522554316532e-45 2.620828732173912e-43 34724
19.75 1.112309899282715e-45 2.491423841820635e-43 33960
20 1.008109948365319e-45 2.300306871455322e-43 32144
20.25 9.364926287426981e-46 2.143046373342684e-43 30704
20.5 8.414375601270805e-46 1.982300955131372e-43 28896
20.75 7.641976678209043e-46 1.800280533345743e-43 26924
21 7.132869745088889e-46 1.664722308729545e-43 25656
21.25 6.258746570250639e-46 1.49355284002134e-43 23228
21.5 5.839082967079763e-46 1.38648874687741e-43 21816
21.75 5.072407130812259e-46 1.24537088558051e-43 19472
22 4.500360452678182e-46 1.122778614813621e-43 17696
22.25 3.933093283280476e-46 9.911792679200455e-44 15588
22.5 3.337388484406539e-46 8.617096411793853e-44 13760
22.75 2.709353078647747e-46 7.461953018302195e-44 11565
23 2.317033114530289e-46 6.275791526556654e-44 10016
23.25 2.01309643040853e-46 5.531647409181412e-44 8652
23.5 1.699623725360702e-46 4.838622648771248e-44 7652
23.75 1.474399592981541e-46 4.175852467343406e-44 6542
24 1.206448169670735e-46 3.594405772546869e-44 5478
24.25 1.073731967153556e-46 3.191416803625732e-44 4886
24.5 9.007664198398896e-47 2.730648375796142e-44 4068
24.75 7.301195178784341e-47 2.227872011392967e-44 3326
25 5.992976250696339e-47 1.717408937973355e-44 2696
25.25 5.163385294888468e-47 1.56279448827004e-44 2304
25.5 4.377195803781032e-47 1.318710920949589e-44 1934
25.75 3.157665470345506e-47 9.393927057361948e-45 1344
26 1.985220232461826e-47 6.154398914005969e-45 848
26.25 1.928653609966396e-47 6.379227833203035e-45 888
26.5 1.255652944955517e-47 4.232750482779058e-45 584
26.75 8.578587057343494e-48 2.62627015007854e-45 344
27 2.101701668738066e-48 8.630967849705334e-46 102
27.25 2.401033846837841e-48 7.882826847588283e-46 104
