1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
23.75 6.457847044030964e-33 2.69542530106618e-33 6542
24 6.4288348209462e-33 2.475237751218632e-33 5478
24.25 5.289657960827444e-33 1.983201346554897e-33 4886
24.5 4.470791436848884e-33 1.935342388235807e-33 4068
24.75 4.211671737361889e-33 1.723114898440695e-33 3326
25 3.264363666967348e-33 1.405858659307786e-33 2696
25.25 3.283886171303857e-33 1.207340727674429e-33 2304
25.5 2.811084742309102e-33 9.05154554397507e-34 1934
25.75 1.859677999039124e-33 5.947578808607528e-34 1344
26 1.666140829222583e-33 5.939021716871e-34 848
26.25 1.943359889922415e-33 5.688667591469309e-34 888
26.5 1.178394946712625e-33 3.692476837888367e-34 584
26.75 1.056055732108855e-33 3.719927699211357e-34 344
27 3.79818808552724e-34 1.033279882043018e-34 102
27.25 6.128994851671204e-34 2.137615213326754e-34 104
27.5 1.891570272751255e-34 6.293383263396109e-35 24
27.75 4.128464729782495e-37 6.1672127444899e-37 1

0.25 1.031726618895769e-17 4.355934549367841e-19 18
0.5 2.853335767997978e-17 3.340743785133724e-18 62
0.75 4.062999983556607e-17 2.833491242760326e-17 98
1 4.770449010330955e-17 1.379927535917863e-16 210
1.25 7.421589175062141e-17 3.556594888896712e-16 350
1.5 1.081966668034161e-16 4.055583376660082e-16 450
1.75 1.792841539186555e-16 6.713869431872751e-16 602
2 2.611943788408102e-16 1.067189139829823e-15 762
2.25 3.717328194385491e-16 2.134512026740259e-15 1142
2.5 4.218439111768497e-16 2.5871281635711e-15 1250
2.75 4.641714261056015e-16 4.119251309897723e-15 1458
3 6.413357919056133e-16 5.590134468199793e-15 1814
3.25 7.029845530070853e-16 7.686237721162933e-15 2178
3.5 8.445334822544546e-16 1.062092487246002e-14 2498
3.75 9.020157874064989e-16 1.203398536520588e-14 2622
4 5.517444780865762e-16 8.115025176286678e-15 3338
4.25 1.051370694681246e-28 5.940656826313387e-28 3722
4.5 3.938056018899186e-29 1.155756645712217e-27 4170
4.75 2.709689941310201e-29 9.39768520201176e-28 4358
5 5.147421736304778e-29 4.168199949030442e-28 5034
5.25 4.722090329744692e-29 5.169973786997008e-28 5714
5.5 3.328212731030166e-29 5.450637939509565e-28 5982
5.75 2.223703969845464e-29 5.579993188510708e-28 6602
6 1.497814629366078e-29 5.107728174380229e-28 7130
6.25 1.210003511647996e-29 4.081416815034206e-28 8034
6.5 6.645519697674115e-30 3.951560283210251e-28 8606
6.75 4.087572813682061e-30 2.583026419860195e-28 9066
7 3.144403169257797e-30 1.29676714549747e-28 9962
7.25 1.538377130578217e-30 9.610528197742798e-29 10550
7.5 9.06688040941621e-31 5.03138248761429e-29 11226
7.75 3.873820287181314e-31 8.464137090113e-30 12146
8 1.45584593594819e-32 2.828110951679127e-31 12606
8.25 3.258488274309998e-33 1.516015972249166e-31 13802
8.5 2.801331171413415e-33 1.821511266623797e-31 14754
8.75 3.050504220824279e-33 1.964989129955307e-31 15194
9 3.40511309550866e-33 2.470945370753366e-31 16454
9.25 3.719862635311075e-33 2.387105543427343e-31 17154
9.5 4.324874908555635e-33 2.795221084918696e-31 18266
9.75 3.830797288842798e-33 3.336393104234169e-31 18750
10 4.970847947959077e-33 5.216863575471835e-31 20234
10.25 5.168045873512228e-33 3.847464336591987e-31 21450
10.5 5.919433935624885e-33 4.365057797699687e-31 21962
10.75 5.72847846514252e-33 5.05689837149551e-31 23462
11 5.722164104104255e-33 5.487661425891173e-31 24042
11.25 6.260409241893311e-33 5.966605847395431e-31 25946
11.5 6.46384677746917e-33 6.400811638783205e-31 26118
11.75 7.822624611202808e-33 6.916122133118034e-31 27506
12 9.946643122994488e-33 8.83275873390791e-31 29066
12.25 7.813486417310835e-33 8.801425249767482e-31 30450
12.5 8.31703751551419e-33 9.580213921366048e-31 31742
12.75 8.497692476736274e-33 1.019383817028093e-30 32250
13 9.772145273807998e-33 1.097079455111913e-30 34250
13.25 9.956526125673611e-33 1.206713318018997e-30 35454
13.5 1.001664123329052e-32 1.281364066692988e-30 36434
13.75 1.109547447638335e-32 1.348146047854367e-30 37682
14 1.17150249109093e-32 1.470577282498378e-30 39294
14.25 1.285358797431931e-32 1.608874574398212e-30 41426
14.5 1.243469478813267e-32 1.740862510101766e-30 42066
14.75 1.311491730444833e-32 1.894364068398126e-30 43490
15 1.383621666559963e-32 2.092233451647947e-30 45702
15.25 1.439574388326583e-32 2.122833676345398e-30 46634
15.5 1.530061022971981e-32 2.394292113194812e-30 48554
15.75 1.541018552950546e-32 2.41884673965077e-30 48870
16 1.652378670435913e-32 3.067949032264174e-30 50963
16.25 1.761508967596527e-32 2.691769732403791e-30 51576
16.5 1.645111250003383e-32 2.68511019305385e-30 49316
16.75 1.754382059040677e-32 2.753053423869529e-30 49344
17 1.588111618221023e-32 2.758257713910202e-30 47192
17.25 1.666633286540875e-32 2.907959242427523e-30 47576
17.5 1.570350259828752e-32 2.912926047426254e-30 45348
17.75 1.545916655840374e-32 2.856052611703575e-30 44060
18 1.628082701147505e-32 3.012613725217471e-30 43872
18.25 1.504823252015945e-32 2.925031160714521e-30 41756
18.5 1.547136854975132e-32 2.944280914079943e-30 41528
18.75 1.454851922052609e-32 2.879316757147059e-30 39300
19 1.400754924533472e-32 2.945535837382113e-30 38276
19.25 1.372830713527585e-32 3.049479954789307e-30 36900
19.5 1.340239413528699e-32 2.819999102395695e-30 34724
19.75 1.293130923907325e-32 2.837496767591323e-30 33960
20 1.250981031224834e-32 2.745637697381097e-30 32144
20.25 1.200194601324963e-32 2.773923144933233e-30 30704
20.5 1.160863448456022e-32 2.61945562774742e-30 28896
20.75 1.087556386094674e-32 2.483210973159978e-30 26924
21 1.132382746299959e-32 2.555498165045491e-30 25656
21.25 9.728882654586046e-33 2.269478517133119e-30 23228
21.5 9.84496942202637e-33 2.181125612984511e-30 21816
21.75 8.772244117026136e-33 1.99227395338703e-30 19472
22 7.653225832260642e-33 1.897022857542884e-30 17696
22.25 7.002603725222942e-33 1.674519447430692e-30 15588
22.5 6.579788733785989e-33 1.553735400937239e-30 13760
22.75 5.358004633532656e-33 1.359636418341036e-30 11565
23 4.475728643784412e-33 1.191255695375799e-30 10016
23.25 3.938556043117459e-33 1.0527377072719e-30 8652
23.5 3.490671564746853e-33 9.626253393084637e-31 7652
23.75 2.976014420833355e-33 8.623888292562666e-31 6542
24 2.497452334264793e-33 7.308977876702602e-31 5478
24.25 2.224173987640149e-33 6.583791220384087e-31 4886
24.5 1.895810282893502e-33 5.492509529340185e-31 4068
24.75 1.567462922503343e-33 4.885845155021434e-31 3326
25 1.253942268508629e-33 3.99842171671122e-31 2696
25.25 1.182752025453167e-33 3.374044264863384e-31 2304
25.5 1.002200458600216e-33 2.815087469215734e-31 1934
25.75 6.953483477938193e-34 2.027957505601175e-31 1344
26 4.622252160312801e-34 1.290208777841571e-31 848
26.25 5.091773226877267e-34 1.167389774546388e-31 888
26.5 3.464960433739581e-34 8.262538642874919e-32 584
26.75 2.094072109424007e-34 4.54899491662737e-32 344
27 6.440018185422831e-35 1.936151876722806e-32 102
27.25 7.505700898646352e-35 1.472996088452719e-32 104
27.5 1.692604629842711e-35 3.812536498528108e-33 24
27.75 2.153427590534696e-37 9.619762574637742e-35 1

0.25 6.774438782348452e-19 5.745293879303155e-18 18
0.5 3.247379065066346e-18 3.929625767224643e-18 62
0.75 5.873001802011679e-18 3.737102187624393e-17 98
1 1.321267420544092e-17 4.466964007893487e-17 210
1.25 3.29897889176009e-17 2.215522727489636e-16 350
1.5 1.854018988940764e-17 2.609942449435442e-16 450
1.75 4.381566707310666e-17 2.895231191583391e-16 602
2 6.001579588364415e-17 4.926585939303157e-16 762
2.25 9.663649505738861e-17 8.710199333854473e-16 1142
2.5 1.056939137582961e-16 1.094847458729961e-15 1250
2.75 1.329505288000703e-16 1.535723290110077e-15 1458
3 1.850652866333614e-16 2.06173958836495e-15 1814
3.25 2.074675746757611e-16 2.763263006247138e-15 2178
3.5 2.494869753356603e-16 3.816013417900383e-15 2498
3.75 2.616501329397911e-16 4.415264654977461e-15 2622
4 1.577519043169232e-16 3.010663166769401e-15 3338
4.25 1.031930837245311e-28 1.128723414682015e-27 3722
4.5 5.88930472726563e-29 1.035948044736328e-27 4170
4.75 5.464151199724965e-29 5.491430022270726e-28 4358
5 2.849302749875956e-29 5.763513477298138e-28 5034
5.25 1.57830605403869e-29 4.352051693573086e-28 5714
5.5 7.961444658313074e-30 2.762473841150543e-28 5982
5.75 5.679680221715119e-30 2.357137740534926e-28 6602
6 7.413754434910512e-30 2.872261243293331e-28 7130
6.25 1.04892819715763e-29 3.802589231950312e-28 8034
6.5 1.026134074375338e-29 4.713538026919122e-28 8606
6.75 9.669932012167525e-30 3.922698799282359e-28 9066
7 8.82236766800189e-30 2.21210410569438e-28 9962
7.25 3.353113456103344e-30 1.191520722292988e-28 10550
7.5 5.800296087433788e-31 3.280911901012346e-29 11226
7.75 9.227944961393834e-32 3.49818629266291e-30 12146
8 3.905550594469533e-33 1.668545391660791e-31 12606
8.25 1.833865686869136e-33 9.911849089251777e-32 13802
8.5 1.798818363858781e-33 1.150318665256153e-31 14754
8.75 1.989204467990747e-33 1.236965990079665e-31 15194
9 2.038230211259592e-33 1.523538554902856e-31 16454
9.25 2.23319356978747e-33 1.600585477646596e-31 17154
9.5 2.742284650156819e-33 1.873170911799604e-31 18266
9.75 2.504570024853964e-33 1.966858633852993e-31 18750
10 3.128186216842352e-33 3.366452756604345e-31 20234
10.25 3.047947427088094e-33 2.559191616820028e-31 21450
10.5 3.363022706276931e-33 2.905102153848221e-31 21962
10.75 3.445548365340181e-33 3.294005382852405e-31 23462
11 3.64553790774178e-33 3.376105384181921e-31 24042
11.25 3.922141073025513e-33 3.890947737174459e-31 25946
11.5 4.229314998872966e-33 4.198896769229741e-31 26118
11.75 4.612931099050495e-33 4.64321950183687e-31 27506
12 6.298538806991725e-33 5.663138947746725e-31 29066
12.25 5.246080322603923e-33 5.653629341321918e-31 30450
12.5 5.492184398235718e-33 6.036327583321974e-31 31742
12.75 5.552193295526372e-33 6.522448972624489e-31 32250
13 6.147016128522233e-33 7.134740752709973e-31 34250
13.25 6.17958483812692e-33 7.767505330847727e-31 35454
13.5 6.543100979491849e-33 8.200361678448508e-31 36434
13.75 7.125607932610274e-33 8.711678780097589e-31 37682
14 7.343178172902863e-33 9.464341419045087e-31 39294
14.25 7.999729830382919e-33 1.06819091839796e-30 41426
14.5 8.227998882918607e-33 1.099456488472533e-30 42066
14.75 8.560367992510921e-33 1.199871789665415e-30 43490
15 8.932365124354995e-33 1.307796359990301e-30 45702
15.25 9.534212501410945e-33 1.334764998519915e-30 46634
15.5 1.018749525132928e-32 1.46772584632151e-30 48554
15.75 1.00706704675945e-32 1.526967316963726e-30 48870
16 1.413378871417154e-32 1.696488061615002e-30 50963
16.25 1.129806621779222e-32 1.731518521706535e-30 51576
16.5 1.070371362690856e-32 1.706740978160619e-30 49316
16.75 1.102998101537292e-32 1.813202231929078e-30 49344
17 1.049711649586545e-32 1.808186145155879e-30 47192
17.25 1.099717077082945e-32 1.892764401491244e-30 47576
17.5 1.053690375892134e-32 1.820547130572179e-30 45348
17.75 1.00316446393842e-32 1.856181780804067e-30 44060
18 1.02849502235402e-32 1.957823042709306e-30 43872
18.25 9.707993080156349e-33 1.911099554795878e-30 41756
18.5 9.793185067221759e-33 1.953595621472178e-30 41528
18.75 9.478089160760872e-33 1.863893819902284e-30 39300
19 9.198092029828765e-33 1.889074758679765e-30 38276
19.25 9.161262518992227e-33 1.902721050214902e-30 36900
19.5 8.704180649448822e-33 1.808928136780432e-30 34724
19.75 8.56905855866418e-33 1.832473142872777e-30 33960
20 8.163184860823044e-33 1.785565521707181e-30 32144
20.25 8.200432687762271e-33 1.761161486973391e-30 30704
20.5 7.5325084162367e-33 1.690720642843877e-30 28896
20.75 7.057509550483377e-33 1.653555256825364e-30 26924
21 6.852126750624776e-33 1.644426916743763e-30 25656
21.25 6.141333117987672e-33 1.477422689803858e-30 23228
21.5 6.162345663203127e-33 1.451463447634623e-30 21816
21.75 5.723553240337434e-33 1.297794137066576e-30 19472
22 5.095156691867062e-33 1.200063919059426e-30 17696
22.25 4.578910591788818e-33 1.083804371262821e-30 15588
22.5 4.212053959391799e-33 1.010973497933801e-30 13760
22.75 3.354201626134235e-33 8.829645953224699e-31 11565
23 2.971234127456516e-33 7.854043353207799e-31 10016
23.25 2.54653271673799e-33 6.66230137593799e-31 8652
23.5 2.254786101232278e-33 6.463013153759168e-31 7652
23.75 2.000487690983513e-33 5.349965447542007e-31 6542
24 1.724055451697805e-33 4.661521803057054e-31 5478
24.25 1.526728230367668e-33 4.120977558760516e-31 4886
24.5 1.240511233670021e-33 3.520783472949815e-31 4068
24.75 1.07370906777129e-33 2.973079716437437e-31 3326
25 8.664504108695665e-34 2.475156170509358e-31 2696
25.25 7.48330039235312e-34 2.187168109058029e-31 2304
25.5 6.567385532001464e-34 1.864207447900391e-31 1934
25.75 4.574980873664013e-34 1.336452432089505e-31 1344
26 2.924279629333149e-34 8.827662237460798e-32 848
26.25 3.354291905740219e-34 7.98540513967058e-32 888
26.5 2.003959112880754e-34 6.035485144989195e-32 584
26.75 1.162683310134337e-34 3.346290158293834e-32 344
27 3.375724308834041e-35 1.234474286131318e-32 102
27.25 3.760837684536099e-35 1.009943073164634e-32 104
27.5 5.823662596058034e-36 2.330277744681768e-33 24
27.75 1.060985172888258e-37 1.558949362928195e-34 1

0.25 5.160421450599029e-19 3.116839728526931e-19 18
0.5 3.948082214517303e-18 9.700640594175413e-19 62
0.75 5.365448582356727e-18 3.329535579598412e-18 98
1 9.078027564564444e-18 1.702776802855908e-17 210
1.25 1.647875184018712e-17 7.708686383064503e-17 350
1.5 2.544440671112492e-17 7.129869997287763e-17 450
1.75 3.158890903190207e-17 9.698074609350735e-17 602
2 4.087377826326284e-17 1.71188952820889e-16 762
2.25 6.368895694272846e-17 3.079670244776789e-16 1142
2.5 6.486448654129295e-17 4.188906911075125e-16 1250
2.75 7.844113606280256e-17 6.061158737274433e-16 1458
3 9.996914684877885e-17 8.954871609511446e-16 1814
3.25 1.11573022616583e-16 1.201079864012522e-15 2178
3.5 1.347867362348379e-16 1.654415153626377e-15 2498
3.75 1.416432399013057e-16 1.906802430752267e-15 2622
4 8.707416868154722e-17 1.277523214303584e-15 3338
4.25 2.312706405545135e-28 1.885506110583608e-27 3722
4.5 8.016968367812389e-29 1.324824500417685e-27 4170
4.75 2.929316657290736e-29 7.792585742005819e-28 4358
5 2.10903082554161e-29 3.83214503307466e-28 5034
5.25 1.556342025771234e-29 2.42427646691676e-28 5714
5.5 8.775949431610553e-30 1.769331797005504e-28 5982
5.75 4.938527419038756e-30 1.503060914056581e-28 6602
6 4.822500584824595e-30 1.946552730186967e-28 7130
6.25 7.332796456734481e-30 2.942805448970137e-28 8034
6.5 8.558600605968133e-30 3.359277764478049e-28 8606
6.75 6.834218993745101e-30 3.195525937925019e-28 9066
7 4.687728748958316e-30 2.039243299001712e-28 9962
7.25 1.898309160481e-30 5.46246795031547e-29 10550
7.5 3.941894652473047e-31 1.140385989283113e-29 11226
7.75 6.11009164216408e-32 2.673279100088008e-30 12146
8 2.165050195296442e-33 1.182894595737694e-31 12606
8.25 1.26883020776037e-33 7.469623785555636e-32 13802
8.5 1.404959485862919e-33 8.646764337618597e-32 14754
8.75 1.429242495022332e-33 9.319097942076098e-32 15194
9 1.541199075136049e-33 1.152101887495972e-31 16454
9.25 1.684687306761946e-33 1.219923206261655e-31 17154
9.5 2.035282216659541e-33 1.454151945657173e-31 18266
9.75 1.873237792527906e-33 1.518621570259348e-31 18750
10 2.955920435790666e-33 1.724185345177342e-31 20234
10.25 2.304736018827787e-33 1.930527804299124e-31 21450
10.5 2.480048255652978e-33 2.127459637511257e-31 21962
10.75 2.642659459148279e-33 2.433136719750777e-31 23462
11 2.694980402871272e-33 2.623106204918732e-31 24042
11.25 2.973231239743851e-33 2.902918725972456e-31 25946
11.5 3.140907019262841e-33 3.267778504749148e-31 26118
11.75 3.425911871860818e-33 3.442627837994307e-31 27506
12 4.397395667180454e-33 4.100668107032613e-31 29066
12.25 3.864826262940433e-33 4.338792672370543e-31 30450
12.5 3.970299698604025e-33 4.608025036278617e-31 31742
12.75 4.140368883023693e-33 4.94936975767295e-31 32250
13 4.661859213291592e-33 5.465590451379857e-31 34250
13.25 4.844305379241098e-33 5.7976967521569e-31 35454
13.5 5.044942983387019e-33 6.300935107056257e-31 36434
13.75 5.329758546617781e-33 6.676919203216599e-31 37682
14 5.475585586930965e-33 7.208767971178356e-31 39294
14.25 5.880647544217492e-33 8.074016319761089e-31 41426
14.5 6.097890349022596e-33 8.431956482534961e-31 42066
14.75 6.408062276823954e-33 9.002583649917245e-31 43490
15 6.730431388061927e-33 9.758186646445727e-31 45702
15.25 7.116605696571415e-33 1.035378695125014e-30 46634
15.5 7.663506119565125e-33 1.108285432280205e-30 48554
15.75 7.645398364809362e-33 1.156108992157631e-30 48870
16 8.163093439637802e-33 1.262657591173556e-30 50963
16.25 8.37991007748241e-33 1.320253023715259e-30 51576
16.5 8.077681659663842e-33 1.298540479485926e-30 49316
16.75 8.219978173989575e-33 1.368339331161372e-30 49344
17 7.878040797535967e-33 1.353940972870433e-30 47192
17.25 8.177753186299162e-33 1.432802581845914e-30 47576
17.5 7.747829564433152e-33 1.390235962278635e-30 45348
17.75 7.561063091487413e-33 1.420527678780243e-30 44060
18 7.709454928774001e-33 1.467067181644523e-30 43872
18.25 7.403709012377474e-33 1.442687246853676e-30 41756
18.5 7.59972895317964e-33 1.482456672451018e-30 41528
18.75 7.140287366866063e-33 1.440773219701634e-30 39300
19 6.918636404821504e-33 1.455760299477063e-30 38276
19.25 6.886286912550243e-33 1.440901128932862e-30 36900
19.5 6.465018484370715e-33 1.402807934061211e-30 34724
19.75 6.397000186830519e-33 1.402181592018797e-30 33960
20 6.181991485273345e-33 1.361172593413378e-30 32144
20.25 6.162380935988887e-33 1.353154746216877e-30 30704
20.5 5.548760003465041e-33 1.300210330424182e-30 28896
20.75 5.349333165208592e-33 1.250957476572574e-30 26924
21 5.312395242112727e-33 1.221683823558784e-30 25656
21.25 4.645907288682397e-33 1.121365225262644e-30 23228
21.5 4.575783076464688e-33 1.096787463967487e-30 21816
21.75 4.320587636705797e-33 9.952819948681053e-31 19472
22 3.815287345400987e-33 9.320061284176649e-31 17696
22.25 3.438937059746012e-33 8.39082980423252e-31 15588
22.5 3.185564834933341e-33 7.559896045477034e-31 13760
22.75 2.551457963063475e-33 6.77755459683003e-31 11565
23 2.217406255533133e-33 5.932883783383433e-31 10016
23.25 1.906272134522601e-33 5.283084495365968e-31 8652
23.5 1.737162267379083e-33 4.875579103288085e-31 7652
23.75 1.481737478785946e-33 4.17122961397148e-31 6542
24 1.260818563405116e-33 3.513524875450407e-31 5478
24.25 1.110598977874976e-33 3.233686655676474e-31 4886
24.5 9.45864459429225e-34 2.695312238221695e-31 4068
24.75 7.55716903874475e-34 2.371042883777908e-31 3326
25 6.262480677743235e-34 1.869458745629426e-31 2696
25.25 5.402309131850748e-34 1.776471831410277e-31 2304
25.5 4.710801893816835e-34 1.467183987387163e-31 1934
25.75 3.560960618104754e-34 9.693922721069427e-32 1344
26 2.237445214780884e-34 6.847587790912003e-32 848
26.25 2.704595852744222e-34 6.084156008680299e-32 888
26.5 1.566399436229533e-34 4.859778571207417e-32 584
26.75 8.02910786001978e-35 2.673769508120519e-32 344
27 2.650337546588959e-35 7.45310012525309e-33 102
27.25 2.451011916849259e-35 8.849175895682918e-33 104
27.5 5.598145742755599e-36 2.355657419781183e-33 24
27.75 1.082898229857861e-37 1.480414313746226e-35 1

0.25 1.563899897212312e-19 2.393303617588657e-18 18
0.5 6.052351246692999e-19 3.816044878833459e-18 62
0.75 1.254189520485215e-18 6.672543327007309e-18 98
1 2.780928800649593e-18 2.498797730141434e-17 210
1.25 5.8338442804619e-18 1.020138789391173e-16 350
1.5 8.477415612173335e-18 9.336617618178865e-17 450
1.75 1.360974320748629e-17 7.614541608096444e-17 602
2 1.638169486490338e-17 1.48220537768933e-16 762
2.25 2.766486614210362e-17 2.4972159906297e-16 1142
2.5 3.187794818638072e-17 2.978725241033963e-16 1250
2.75 4.022596267880657e-17 4.140328734428431e-16 1458
3 4.839668428177726e-17 6.490482055955621e-16 1814
3.25 5.786509166422488e-17 8.138658123923154e-16 2178
3.5 6.81336918206512e-17 1.146254778881701e-15 2498
3.75 7.572930074587745e-17 1.250799852953503e-15 2622
4 4.498039770377461e-17 8.675024374731635e-16 3338
4.25 7.592524236693066e-28 1.231166105957855e-26 3722
4.5 3.240162470542253e-28 9.644015604167254e-27 4170
4.75 1.444582727567688e-28 7.152284041437524e-27 4358
5 5.812126124375193e-29 5.072215126132386e-27 5034
5.25 1.826774577030265e-29 3.167910794120057e-27 5714
5.5 5.963393406821234e-30 1.225377652313983e-27 5982
5.75 6.124812577505988e-30 2.745875824224265e-28 6602
6 6.405587049089035e-30 1.665186869823551e-28 7130
6.25 8.975960145369097e-30 2.77958745815532e-28 8034
6.5 9.698116135149778e-30 3.197663230705592e-28 8606
6.75 8.223848496753463e-30 2.53049407994874e-28 9066
7 3.949077302297592e-30 1.718519985708047e-28 9962
7.25 8.462062121311257e-31 5.209979082383349e-29 10550
7.5 1.535778630060637e-31 8.089945201432656e-30 11226
7.75 2.785142413407618e-32 1.198022080753025e-30 12146
8 1.661733604099786e-33 6.99850606943867e-32 12606
8.25 9.600345289893945e-34 5.918917502284011e-32 13802
8.5 1.064098265023123e-33 6.817678616186616e-32 14754
8.75 1.078729094330477e-33 7.404902623868288e-32 15194
9 1.227468131704469e-33 8.868772529902789e-32 16454
9.25 1.263939841239251e-33 9.534605758952478e-32 17154
9.5 1.411246029622123e-33 1.207831195616986e-31 18266
9.75 1.457327992198944e-33 1.189523956621809e-31 18750
10 1.622394096846919e-33 1.647979060072971e-31 20234
10.25 1.785036187103969e-33 1.534303391907099e-31 21450
10.5 1.868039980391711e-33 1.682950193807273e-31 21962
10.75 2.03081796983839e-33 1.906637725488272e-31 23462
11 2.147844116075136e-33 2.029856800577145e-31 24042
11.25 2.265240838372428e-33 2.338933639179124e-31 25946
11.5 2.390483621595188e-33 2.518663070527699e-31 26118
