1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
23.3345 3.243717394247331e-45 8.090214886728719e-43 49316
23.6881 3.254174216653358e-45 8.206784647245832e-43 49344
24.0416 3.123843946516e-45 8.10217435796848e-43 47192
24.3952 3.145472646619062e-45 8.567724726637002e-43 47576
24.7487 2.950822628673572e-45 8.602936561496698e-43 45348
25.1023 2.833893179746199e-45 8.986694137908996e-43 44060
25.4558 2.706642404100644e-45 9.428970612852508e-43 43872
25.8094 2.532394879707879e-45 9.294113810213716e-43 41756
26.1629 2.463101549524863e-45 9.89640937967768e-43 41528
26.5165 2.292298279664741e-45 9.803818852104428e-43 39300
26.87 2.218872754718022e-45 9.987713819316823e-43 38276
27.2236 2.158759165101621e-45 9.68005893930634e-43 36900
27.5771 2.033153146909767e-45 9.202794886151621e-43 34724
27.9307 2.064090935199697e-45 9.268611053246738e-43 33960
28.2842 1.971023818065146e-45 8.68619125306837e-43 32144
28.6378 1.96822134425141e-45 8.368734381397238e-43 30704
28.9913 1.881264141866725e-45 7.760586780544735e-43 28896
29.3449 1.812476733276578e-45 7.318818943458506e-43 26924
29.6985 1.74113750979211e-45 7.098876130405327e-43 25656
30.052 1.607695122639551e-45 6.348285254601795e-43 23228
30.4056 1.550868870687805e-45 6.33946222451687e-43 21816
30.7591 1.372610650909384e-45 5.503664419542836e-43 19472
31.1127 1.276909105565408e-45 5.02824973145511e-43 17696
31.4662 1.124979212820714e-45 4.544635792288714e-43 15588
31.8198 9.786946933793017e-46 4.13730314852234e-43 13760
32.1733 8.118820333910902e-46 3.587779315511512e-43 11565
32.5269 6.906905912591062e-46 3.239789091044546e-43 10016
32.8804 5.881380252908066e-46 2.986856206691996e-43 8652
33.234 4.905226196095287e-46 2.792053029261352e-43 7652
33.5875 4.284462459199851e-46 2.507014628941563e-43 6542
33.9411 3.520402266603782e-46 2.2190509683407e-43 5478
34.2946 3.032481092381649e-46 2.042969457777655e-43 4886
34.6482 2.557824797733033e-46 1.78296923163249e-43 4068
35.0017 2.087152698205907e-46 1.456440140553161e-43 3326
35.3553 1.634878509314684e-46 1.26109978273268e-43 2696
35.7089 1.489037801578967e-46 1.12465840609232e-43 2304
36.0624 1.207599736528527e-46 8.912144023427339e-44 1934
36.416 8.675981798608929e-47 6.831340594164887e-44 1344
36.7695 6.380831770971578e-47 3.957049200943362e-44 848
37.1231 5.945331761123161e-47 4.176716236525088e-44 888
37.4766 4.199266870263926e-47 2.721486126774043e-44 584
37.8302 2.57395177884042e-47 1.585361697730969e-44 344
38.1837 8.346022445063224e-48 4.190900460753342e-45 102
38.5373 9.216767754177071e-48 5.388597498784118e-45 104
38.8908 2.457213741673364e-48 8.069621776913543e-46 24
39.2444 3.21324318933593e-50 4.700942720321295e-47 1

