#t    a    aDot    H
0    1    0.827097369034933    0.827097369034933
0.5    1.49564536420931    1.13658952321653    0.759932501657837
1    2.09600561237734    1.21335014740552    0.578886879042898
1.5    2.67015321570412    1.06577131470789    0.3991423819576
2    3.16147857636083    0.908112411282367    0.287242943245781
2.49999999999999    3.58692253771865    0.800589046119117    0.223196636587615
2.99999999999998    3.96929538329957    0.739850938372763    0.186393519989874
3.49999999999997    4.34548040255048    0.789861551459097    0.181766221059358
3.99999999999996    4.77758481338294    0.939652582140712    0.196679414148455
4.49999999999995    5.26730374644229    0.992972755779564    0.18851632705827
4.99999999999994    5.75177643385243    0.936781656252925    0.162868231584844
5.49999999999993    6.20286444326354    0.869513164949229    0.140179295050296
5.99999999999992    6.62345070107627    0.81527695992017    0.123089458458216
6.49999999999991    7.0231990846244    0.793529902058711    0.112986958293116
6.9999999999999    7.43148141965576    0.854309409142349    0.114958157182868
7.49999999999988    7.88191968785678    0.938421582073684    0.119060028424225
7.99999999999987    8.35466589133987    0.938857691189858    0.112375252751046
8.49999999999986    8.81368928074898    0.895575611320323    0.101611888369659
8.99999999999985    9.25065969050039    0.85331569620169    0.0922437669043182
9.49999999999984    9.66838792494764    0.820398535428365    0.084853704857194
9.99999999999983    10.0774758513283    0.826501864489102    0.0820147700359076
10.4999999999998    10.5054293026021    0.890321842905373    0.0847487348931896
10.9999999999998    10.962995105736    0.928405828869992    0.0846854185298537
11.4999999999998    11.4236721050176    0.908498741207121    0.0795277326638328
11.9999999999998    11.8695351460402    0.875112248466    0.0737275923360777
12.4999999999998    12.2993347923278    0.84484695368651    0.0686904591143839
12.9999999999998    12.7164192281046    0.828064632211901    0.0651177518889743
13.4999999999998    13.1351598743746    0.855969716948209    0.0651662960431963
13.9999999999997    13.5767118812881    0.906930381616684    0.066800443991645
14.4999999999997    14.0338698614603    0.913126483532525    0.0650659078747868
14.9999999999997    14.484826207499    0.889027672570454    0.061376481832429
15.4999999999997    14.9227373118167    0.862979137413618    0.057829814958296
15.9999999999997    15.3483851388763    0.840971275400757    0.0547921665889555
16.4999999999998    15.7672870803991    0.84102173692152    0.0533396603127132
16.9999999999999    16.1965164151013    0.880251991017206    0.0543482294869578
17.4999999999999    16.6455270282091    0.908719894242439    0.0545924375180452
18    17.0983203444993    0.89807292294625    0.0525240435815773
18.5000000000001    17.5418808721106    0.876034126658496    0.049939577918995
19.0000000000002    17.9745726375528    0.85509655890553    0.0475725668781158
19.5000000000002    18.3981198186049    0.841883604760567    0.0457592195866244
20.0000000000003    18.8215924945348    0.858486214288296    0.0456117735275362
20.5000000000004    19.2603210713604    0.894972631413993    0.0464671709312673
21.0000000000005    19.711140442063    0.902054729016647    0.0457637005665937
21.5000000000006    20.1584605762695    0.885729008557753    0.0439383258065068
22.0000000000006    20.5965827476643    0.866930978291888    0.0420910103832733
22.5000000000007    21.0257066291147    0.850375204036164    0.0404445481446333
23.0000000000008    21.4493142146148    0.848502062950119    0.0395584704695118
23.5000000000009    21.8795381603031    0.876151009751866    0.0400443100458811
24.000000000001    22.3245963671902    0.899150127459362    0.0402762098212363
24.500000000001    22.7734412949151    0.892659325024516    0.0391973840696545
25.0000000000011    23.2157357796688    0.876291297239148    0.0377455750511497
25.5000000000012    23.6498288374893    0.860289658201982    0.0363761473333906
26.0000000000013    24.0767593318512    0.849342751479201    0.0352764564272404
26.5000000000013    24.5029182574577    0.860297000214878    0.0351099812347061
27.0000000000014    24.9403000535883    0.888662592053112    0.0356315918470778
27.5000000000015    25.3876637463235    0.895868045719322    0.035287533924781
28.0000000000016    25.8329111115329    0.883761402596385    0.0342106779518874
28.5000000000017    26.2710964686847    0.869068543923253    0.0330807869005082
29.0000000000017    26.7021735707078    0.855773110063846    0.0320488183404899
29.5000000000018    27.1285534315928    0.853074623727024    0.0314456362694801
30.0000000000019    27.5594862034024    0.873964831222323    0.0317119421157578
30.500000000002    28.0022593617691    0.893460532830634    0.0319067301422991
31.000000000002    28.4487222977541    0.889337633770821    0.0312610747316772
31.5000000000021    28.8902180183137    0.876376887213785    0.0303347273689054
32.0000000000022    29.3251361058186    0.86342794331938    0.0294432714720823
32.5000000000021    29.7541525196424    0.854028679803026    0.0287028400233961
33.000000000002    30.1820512354913    0.861613251920889    0.0285472065897136
33.5000000000019    30.6186542275802    0.884744880065891    0.0288956161655513
34.0000000000018    31.0638301246423    0.891899078771328    0.0287118193472158
34.5000000000017    31.5077343283225    0.882456327304308    0.0280076097541251
35.0000000000016    31.9459388913705    0.870405692239498    0.0272462078888725
35.5000000000015    32.3782680552063    0.859281617208362    0.0265388382029345
36.0000000000014    32.806482649452    0.856177237658647    0.0260978065465652
36.5000000000013    33.2379407374105    0.87261944442028    0.0262537156352203
37.0000000000012    33.6792179653106    0.889665554086697    0.0264158614075614
37.5000000000011    34.1240794206694    0.887085164363632    0.0259958709340687
38.000000000001    34.565024907144    0.876404508166891    0.0253552401747511
38.5000000000009    35.0004861937783    0.865530253099476    0.024729092284819
39.0000000000008    35.4309202291457    0.857257664913119    0.0241951848658995
39.5000000000007    35.8600452724663    0.862613842925253    0.0240550126574318
40.0000000000006    36.2961449844026    0.882062207828337    0.0243018151984841
40.5000000000005    36.7398022435658    0.889122186188358    0.0242005163853071
41.0000000000004    37.1827619544787    0.881526781103244    0.0237079424649105
41.5000000000003    37.6209698997627    0.871320481431266    0.0231605002144499
42.0000000000002    38.0541706238771    0.861749013452113    0.0226453237404525
42.5000000000001    38.4836943051658    0.858435223538417    0.0223064661290376
43    38.9155595832891    0.871715836121757    0.0224001876230526
43.4999999999999    39.3557765806956    0.886936584407518    0.0225363761426212
43.9999999999998    39.7994812077879    0.885451502039179    0.0222478151766942
44.4999999999997    40.2400238694655    0.876409523375539    0.0217795478009288
