1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
5.5 7.894428467049103e-11 2.731688649372304e-10 1056
5.75 2.485843081346678e-11 1.261768864673136e-10 683
6 6.563295688239683e-12 4.590014921554316e-11 350
6.25 2.521644713845074e-12 2.260751008498949e-11 192
6.5 3.762080389819566e-13 5.095361557726611e-12 44
6.75 1.272304528822461e-13 1.554970117674935e-12 24
7 2.922511285500292e-16 1.362472348209143e-13 1

0.25 1.01375442645828e-10 4.207624868783139e-10 18
0.5 3.372203720591849e-10 2.052263371980995e-09 62
0.75 1.512958489273812e-09 4.272272231580826e-09 98
1 2.965407042529875e-09 8.975950769630783e-09 210
1.25 5.455258855088007e-09 1.115874694878706e-08 350
1.5 4.950618287608645e-09 2.826122058717681e-08 450
1.75 6.597791811204244e-09 8.739290994964677e-08 602
2 1.636376208717796e-08 1.954146997086088e-07 762
2.25 1.128695807797518e-07 4.053060709670632e-07 1142
2.5 2.439543794253761e-07 5.393796882246485e-07 1250
2.75 1.174995271057016e-07 2.288047510760823e-06 1458
3 8.502165739874818e-08 1.468332632976474e-06 1814
3.25 3.478773057278334e-08 2.547288082170338e-07 2178
3.5 1.945695277760134e-08 5.501947245512267e-08 2498
3.75 1.864415491349557e-08 4.366069643482606e-08 2622
4 2.054692784942832e-08 4.456307681633229e-08 3191
4.25 1.502107838471424e-08 3.130540274906093e-08 3044
4.5 6.747717585042672e-09 2.321416069109583e-08 2736
4.75 2.46932634163702e-09 1.666469380788877e-08 2276
5 1.310614121026866e-09 1.141103640809526e-08 2016
5.25 6.672799480226725e-10 7.013507043111339e-09 1640
5.5 2.548819840914513e-10 3.282651194248296e-09 1056
5.75 1.132301496215903e-10 1.310016462296218e-09 683
6 4.091044341084429e-11 4.106526575196433e-10 350
6.25 2.522412867233365e-11 2.123595516107045e-10 192
6.5 8.726982283839348e-12 4.994952581110681e-11 44
6.75 1.371606397379786e-12 3.31871103457323e-11 24
7 7.568814403101958e-13 3.148772431553363e-12 1

0.25 1.757574023279681e-09 1.063340885434643e-09 18
0.5 8.494525895766121e-09 4.943588864953484e-09 62
0.75 1.74967953331006e-08 6.843514055782515e-09 98
1 2.691372003176587e-08 2.228251667566815e-08 210
1.25 4.054811255027327e-08 6.541772655198086e-08 350
1.5 5.868181143870181e-08 6.832186712611603e-08 450
1.75 4.904926548593929e-08 1.523214158694793e-07 602
2 9.130415234656266e-08 2.961488627029171e-07 762
2.25 1.71838001327807e-07 6.713940011999856e-07 1142
2.5 2.423121530300917e-07 1.849535683210507e-06 1250
2.75 6.407499073861708e-07 2.197685247464826e-06 1458
3 5.605670818466445e-07 2.010456524811105e-06 1814
3.25 2.427122732546673e-07 1.124348300609902e-06 2178
3.5 1.129919178814213e-07 8.909574443231236e-07 2498
3.75 8.299327433934299e-08 6.703507130077126e-07 2622
4 6.334775920686677e-08 6.248319638548495e-07 3191
4.25 2.141189783624949e-08 3.517246284893792e-07 3044
