1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
0.25 3.579964867319607e-18 1.515921936384351e-16 18
0.5 2.673647106604113e-17 2.965894586976576e-15 62
0.75 8.034391041762066e-17 6.919831093067169e-15 98
1 1.991207744167672e-16 2.238680273553427e-14 210
1.25 5.09260223692086e-16 5.715213404404704e-14 350
1.5 7.154303278097571e-16 7.734011034114145e-14 450
1.75 9.413007843399173e-16 1.254454010943019e-13 602
2 1.569489941174149e-15 1.751505315911297e-13 762
2.25 2.579994263915703e-15 3.104375294864589e-13 1142
2.5 3.014770459398275e-15 3.97650627073749e-13 1250
2.75 4.010589316810884e-15 4.894643411756436e-13 1458
3 5.300093733571217e-15 6.995335992320143e-13 1814
3.25 6.936914126976242e-15 9.155877912388724e-13 2178
3.5 8.272592215097955e-15 1.07267530102476e-12 2498
3.75 9.841784115467191e-15 1.215323955009813e-12 2622
4 6.093213103254922e-15 8.339305755100007e-13 3338
4.25 4.252418205708427e-46 5.284301981058551e-44 3722
4.5 4.324503594815267e-46 5.857126024546073e-44 4170
4.75 4.538467898222216e-46 6.100330743654509e-44 4358
5 5.489247174168288e-46 7.006336459914329e-44 5034
5.25 6.33912943381034e-46 8.420939448535122e-44 5714
5.5 6.376166972149888e-46 8.357679395280067e-44 5982
5.75 6.985582039385294e-46 9.272628060432842e-44 6602
6 7.347022109806197e-46 9.477864930900794e-44 6923
6.25 7.159437107990501e-46 9.414856437920234e-44 7032
6.5 6.422843760176561e-46 8.149403053073818e-44 6632
6.75 4.855253911109629e-46 6.354143021272378e-44 5988
7 4.150520413818437e-46 5.441562573553849e-44 5744
7.25 3.455389507560066e-46 4.657560301551989e-44 5048
7.5 3.076832049371335e-46 3.884218805955092e-44 4452
7.75 2.729260408794192e-46 3.573924197787873e-44 3920
8 2.185553929877506e-46 2.667827865231118e-44 3096
8.25 1.703597468580332e-46 2.157952902048366e-44 2552
8.5 1.078412191132489e-46 1.376925666740134e-44 1755
8.75 7.078394163878042e-47 9.548810723403306e-45 1220
9 4.600231292383299e-47 5.437115667409306e-45 782
9.25 2.495630007315353e-47 3.225327761254811e-45 432
9.5 2.355955423218298e-47 2.454060126629388e-45 350
9.75 8.940394678469033e-48 1.170561110805626e-45 168
10 2.611249469312958e-48 3.536146205784909e-46 56
10.25 1.157930987204579e-49 6.375657704441764e-47 6
10.5 8.589706718076728e-51 2.403632753988293e-48 1

0.25 4.517689019916522e-19 1.711638328164412e-17 18
