1:binCentralValue 2:valuesAverage 3:multiplicity
9.25 7.259712004620655e-41 432
9.5 4.048766231974144e-41 350
9.75 1.786974846480477e-41 168
10 4.422232244221017e-42 56
10.25 3.38964281379413e-43 6
10.5 9.150624300007802e-46 1

0.25 4.728536172873336e-29 18
0.5 1.409036833274359e-28 62
0.75 1.590430834214726e-28 98
1 5.049091574173776e-28 210
1.25 1.018857762995155e-27 350
1.5 1.146063115973909e-27 450
1.75 1.160226388058154e-27 602
2 1.795695897915724e-27 762
2.25 2.685674852160175e-27 1142
2.5 2.055666237931203e-27 1250
2.75 2.386242879844925e-27 1458
3 2.458381814376259e-27 1814
3.25 2.428275666427393e-27 2178
3.5 2.347344675894718e-27 2498
3.75 2.330181931418784e-27 2622
4 2.277146692795112e-27 3338
4.25 2.129605802105017e-27 3722
4.5 1.928472004855311e-27 4170
4.75 1.626533674192047e-27 4358
5 1.604919163331201e-27 5034
5.25 1.694268106056301e-27 5714
5.5 1.736332690908151e-27 5982
5.75 2.1731987734462e-27 6602
6 2.353275228840727e-27 6923
6.25 1.875381646782007e-27 7032
6.5 1.300815050873954e-27 6632
6.75 9.051702431485579e-28 5988
7 6.429723959576394e-28 5744
7.25 3.921754764050974e-28 5048
7.5 1.804287929415753e-28 4452
7.75 6.003841811358307e-29 3920
8 1.713147959774316e-30 3096
8.25 1.872229975818211e-39 2552
8.5 9.521945831839366e-40 1755
8.75 4.359493591095869e-40 1220
9 2.154300500260454e-40 782
9.25 7.702905325786187e-41 432
9.5 5.776483560159906e-41 350
9.75 2.288613515405972e-41 168
10 5.327120477247713e-42 56
10.25 2.878266389968591e-43 6
10.5 5.425466334720088e-45 1

0.25 1.609759836956646e-27 18
0.5 3.170845594828764e-27 62
0.75 3.591097488130012e-27 98
1 5.221090206940314e-27 210
1.25 5.808338681393987e-27 350
1.5 3.171201731743825e-27 450
1.75 2.732242926726027e-27 602
2 2.371575504904364e-26 762
2.25 2.915882245438576e-26 1142
2.5 1.223627324101349e-26 1250
2.75 6.969894179926008e-27 1458
3 5.122881657388789e-27 1814
3.25 3.60284502645892e-27 2178
3.5 3.020144170094412e-27 2498
3.75 2.424136818202175e-27 2622
4 2.671759095550431e-27 3338
4.25 2.470126282414371e-27 3722
4.5 2.253341718597762e-27 4170
4.75 1.823238164104266e-27 4358
5 2.016565892453323e-27 5034
5.25 1.877783050569184e-27 5714
5.5 1.989193859956385e-27 5982
5.75 2.510548528802553e-27 6602
6 2.532423796080814e-27 6923
6.25 2.154641166064977e-27 7032
6.5 1.492975059379655e-27 6632
6.75 1.0086841514413e-27 5988
7 7.355602219769783e-28 5744
7.25 4.608062823693859e-28 5048
7.5 2.114751654525741e-28 4452
7.75 6.903042433834563e-29 3920
8 1.435898796316603e-30 3096
8.25 4.961089907629501e-39 2552
8.5 1.989526297888307e-39 1755
8.75 7.268690106038816e-40 1220
9 3.229173345228954e-40 782
9.25 1.211277367526607e-40 432
9.5 8.093750645374533e-41 350
9.75 3.027378023270682e-41 168
10 6.591631358402633e-42 56
10.25 6.216416948361231e-43 6
10.5 1.861327707686964e-45 1

0.25 1.778122665111232e-26 18
0.5 3.923004374862132e-27 62
0.75 7.640713459067803e-27 98
1 6.215564215963119e-26 210
1.25 1.368554862411683e-25 350
1.5 1.061523453108808e-25 450
1.75 2.756803502309239e-26 602
2 3.201019088750796e-25 762
2.25 2.806911194713122e-25 1142
2.5 3.970464453702738e-26 1250
2.75 7.85380766051677e-27 1458
3 5.286748474669633e-27 1814
3.25 4.697271820881043e-27 2178
3.5 4.288228830958405e-27 2498
3.75 2.947320443407454e-27 2622
4 2.898657922094095e-27 3338
4.25 2.679454034953816e-27 3722
4.5 2.473743560873698e-27 4170
4.75 2.210434719437097e-27 4358
5 2.291967884817427e-27 5034
5.25 2.33136174737523e-27 5714
5.5 2.235042387641104e-27 5982
5.75 2.376057244023113e-27 6602
6 2.446586180445629e-27 6923
6.25 2.121635227514775e-27 7032
6.5 1.44784284552538e-27 6632
6.75 1.001103917452716e-27 5988
7 7.098004612918991e-28 5744
7.25 4.49520094185436e-28 5048
7.5 2.09905671775925e-28 4452
7.75 6.902860796390504e-29 3920
8 1.685112425907624e-30 3096
8.25 8.907463248066681e-39 2552
8.5 2.850671906562455e-39 1755
8.75 8.173358373217049e-40 1220
9 3.170742114720439e-40 782
9.25 1.194969712186883e-40 432
9.5 7.187218333486192e-41 350
9.75 3.207590594794259e-41 168
10 8.559332808403148e-42 56
10.25 8.189749426034476e-43 6
10.5 1.739679113710255e-44 1

0.25 1.986309029065176e-24 18
0.5 2.874570273109408e-24 62
0.75 2.286275796897746e-24 98
1 2.354993394896669e-24 210
1.25 1.113666424002271e-24 350
1.5 2.961469214202878e-25 450
1.75 8.080933784779517e-24 602
2 3.061673318438259e-23 762
2.25 2.353765905154044e-23 1142
2.5 5.42890969383546e-24 1250
2.75 1.188214611464478e-24 1458
3 2.133602225035559e-25 1814
3.25 2.953040416429959e-26 2178
3.5 6.516733867693741e-27 2498
3.75 5.604132757609728e-27 2622
4 6.689869722010837e-27 3338
4.25 6.279325759440885e-27 3722
4.5 5.72410436278694e-27 4170
4.75 4.9438446421895e-27 4358
5 5.136767060685212e-27 5034
5.25 4.740193257435998e-27 5714
5.5 3.653630442336078e-27 5982
5.75 2.6248243126952e-27 6602
6 2.473296592177476e-27 6923
6.25 2.153845667620632e-27 7032
6.5 1.466022755579608e-27 6632
6.75 1.001798230912212e-27 5988
7 7.392460038771281e-28 5744
7.25 4.540003260484536e-28 5048
7.5 2.140961583303466e-28 4452
7.75 7.2663474230228e-29 3920
8 1.792271234204131e-30 3096
8.25 5.385561781540096e-38 2552
8.5 1.489896148675257e-38 1755
8.75 2.737891646639035e-39 1220
9 5.598283232193838e-40 782
9.25 1.546580855951377e-40 432
9.5 8.7028017833904e-41 350
9.75 3.771157380629573e-41 168
10 7.726285582749432e-42 56
10.25 9.859613490216181e-43 6
10.5 5.133096192748706e-45 1

0.25 4.155462769007964e-23 18
0.5 2.740549782664216e-23 62
0.75 5.645079972178392e-24 98
1 3.876983060085641e-24 210
1.25 7.479801400961216e-24 350
1.5 2.395764894881276e-23 450
1.75 3.027292884311221e-22 602
2 8.470928352088698e-22 762
2.25 4.676462843258499e-22 1142
2.5 5.813813934143053e-23 1250
2.75 6.140827139815148e-24 1458
3 4.864889548324339e-25 1814
3.25 5.842369275833979e-26 2178
3.5 1.774778507350194e-26 2498
3.75 1.190924595376343e-26 2622
4 1.538730982501024e-26 3338
4.25 1.745857588271429e-26 3722
4.5 2.062940212929251e-26 4170
4.75 2.036491853310268e-26 4358
5 2.150073756494336e-26 5034
5.25 1.678188224764535e-26 5714
5.5 7.971575427577916e-27 5982
5.75 3.410673103732773e-27 6602
6 2.549724507244734e-27 6923
6.25 2.10370974911219e-27 7032
6.5 1.52963921768407e-27 6632
6.75 1.070588415518629e-27 5988
7 7.679738548210214e-28 5744
7.25 4.830594163354366e-28 5048
7.5 2.20384199721693e-28 4452
7.75 7.564909828008268e-29 3920
8 1.419874089105872e-30 3096
8.25 2.017322232817331e-37 2552
8.5 4.976760630227035e-38 1755
8.75 5.521387168756803e-39 1220
9 7.20641621629466e-40 782
9.25 1.54216838473233e-40 432
9.5 7.491356433476118e-41 350
9.75 3.437185809385632e-41 168
10 9.821086596317342e-42 56
10.25 1.221063346260984e-42 6
10.5 2.412641667976714e-44 1

0.25 2.696240660401066e-21 18
0.5 3.266310971773873e-21 62
0.75 1.807332603095323e-21 98
1 9.916922970203349e-22 210
1.25 2.100868432643263e-22 350
1.5 4.3391556235294e-21 450
1.75 2.42121169061773e-20 602
2 4.519478872240007e-20 762
2.25 2.206484921371992e-20 1142
2.5 2.979340353037963e-21 1250
2.75 3.388298065861329e-22 1458
3 2.077195635847181e-23 1814
3.25 4.460999215320349e-25 2178
3.5 3.007109075148222e-25 2498
3.75 2.094149160263392e-25 2622
4 1.805158152520873e-25 3338
4.25 1.31400369443809e-25 3722
4.5 1.130704929433543e-25 4170
4.75 9.995896653321395e-26 4358
5 9.497438782366115e-26 5034
5.25 7.408128538919862e-26 5714
5.5 2.988321247571107e-26 5982
5.75 5.601727207238166e-27 6602
6 2.479766913652232e-27 6923
6.25 2.205609216750776e-27 7032
6.5 1.480456225766606e-27 6632
6.75 1.020469319628594e-27 5988
7 7.782756305391729e-28 5744
7.25 4.625623065453337e-28 5048
7.5 2.093818654409094e-28 4452
7.75 7.024164092792728e-29 3920
8 1.475143694652772e-30 3096
8.25 1.313951708296981e-36 2552
8.5 3.334249988101911e-37 1755
8.75 5.554004846442245e-38 1220
9 5.864630373418562e-39 782
9.25 4.799297702560401e-40 432
9.5 1.093751856621854e-40 350
9.75 4.106042825222022e-41 168
10 8.727965008248531e-42 56
10.25 1.31577684916602e-42 6
10.5 1.092921357914414e-44 1

0.25 1.63023086374463e-19 18
0.5 2.79060450861428e-19 62
0.75 2.819436495905576e-19 98
1 4.661563204374371e-19 210
1.25 7.431096052578146e-19 350
1.5 1.238196407674376e-18 450
1.75 2.5252684237979e-18 602
2 3.062138986479011e-18 762
2.25 1.412604697162975e-18 1142
2.5 2.547575806909045e-19 1250
2.75 5.49601859677857e-20 1458
3 9.658360274878867e-21 1814
3.25 1.075427202792586e-21 2178
3.5 6.658342632525313e-23 2498
3.75 2.301090414672828e-24 2622
4 7.970187627243599e-25 3338
4.25 6.904409636638788e-25 3722
4.5 6.786821699918637e-25 4170
4.75 6.517349373165317e-25 4358
5 6.697494148530156e-25 5034
5.25 4.91456057789939e-25 5714
5.5 2.047492092321783e-25 5982
5.75 2.21284772920228e-26 6602
6 2.73653902196187e-27 6923
6.25 2.230249276249008e-27 7032
6.5 1.553316682195347e-27 6632
6.75 1.092322144728153e-27 5988
7 7.576273579676872e-28 5744
7.25 4.855310024799375e-28 5048
7.5 2.341608092219761e-28 4452
7.75 7.579922138935191e-29 3920
8 1.765719753227717e-30 3096
8.25 7.907035291010577e-36 2552
8.5 2.041634178411091e-36 1755
8.75 2.876139465646507e-37 1220
9 2.070006625658439e-38 782
9.25 1.142262996364073e-39 432
9.5 1.490060015808049e-40 350
9.75 3.519931967270125e-41 168
10 1.065658954859824e-41 56
10.25 1.215673713763071e-42 6
10.5 2.753605668792088e-44 1

0.25 4.212859659285681e-18 18
0.5 4.229925123206137e-18 62
0.75 1.520989385255691e-18 98
1 2.758105700659927e-19 210
1.25 2.669401212229967e-18 350
1.5 1.686203691873122e-17 450
1.75 5.090093779225749e-17 602
2 5.69769901080059e-17 762
2.25 1.493430727263465e-17 1142
2.5 4.998272432763578e-19 1250
2.75 3.926923221134823e-20 1458
3 4.37283654878313e-20 1814
3.25 9.815854201396603e-21 2178
3.5 7.238391494622057e-22 2498
3.75 1.98732640426052e-23 2622
4 4.86212204091658e-24 3338
4.25 3.333530952276549e-24 3722
4.5 2.916292870017934e-24 4170
4.75 2.646738001053275e-24 4358
5 2.547498491943817e-24 5034
5.25 1.792532373740628e-24 5714
5.5 5.523480877050565e-25 5982
5.75 4.922014431625231e-26 6602
6 3.44043342690888e-27 6923
6.25 2.547944838040212e-27 7032
6.5 1.671183956389753e-27 6632
6.75 1.078994832569181e-27 5988
7 7.526505850479385e-28 5744
7.25 4.801241645130714e-28 5048
7.5 2.017748639843428e-28 4452
7.75 6.987959356012589e-29 3920
8 1.704139261756288e-30 3096
8.25 4.050339417702963e-35 2552
8.5 1.144299895459414e-35 1755
8.75 1.577946432688906e-36 1220
9 1.300072971559225e-37 782
9.25 4.915061080250499e-39 432
9.5 1.997463087217283e-40 350
9.75 4.24705257282694e-41 168
10 9.577120330227419e-42 56
10.25 1.819993429528654e-42 6
10.5 1.797485244146482e-44 1

0.25 4.85819585299439e-16 18
0.5 1.095754216034124e-15 62
0.75 1.319195288935247e-15 98
1 2.573436355645168e-15 210
1.25 4.058656313727176e-15 350
1.5 5.471117081646819e-15 450
1.75 7.798551071019891e-15 602
2 6.583057273966333e-15 762
2.25 2.503028872684669e-15 1142
2.5 4.540576121269144e-16 1250
2.75 1.006416889708367e-16 1458
3 1.676913378913408e-17 1814
3.25 1.321803964029005e-18 2178
3.5 4.550019777081791e-20 2498
3.75 3.755234580844419e-22 2622
4 2.470693199839687e-23 3338
4.25 2.697658202625133e-23 3722
4.5 2.742415928648837e-23 4170
4.75 2.612362877853609e-23 4358
5 2.635509283933808e-23 5034
5.25 1.949434819803051e-23 5714
5.5 6.845965936124707e-24 5982
5.75 5.229260655983243e-25 6602
6 7.821829022448784e-26 6923
6.25 2.7919680034181e-26 7032
6.5 6.393268194822484e-27 6632
6.75 1.738082854468255e-27 5988
7 8.532068593011922e-28 5744
7.25 5.085142677728054e-28 5048
7.5 2.447928024682329e-28 4452
7.75 7.781361511448663e-29 3920
8 1.70649414877149e-30 3096
8.25 4.77269597515186e-33 2552
8.5 4.652058084191436e-34 1755
8.75 2.122584152538864e-35 1220
9 1.602411481327626e-36 782
9.25 1.071083775581378e-37 432
9.5 1.371179478930102e-38 350
9.75 8.083399489754448e-40 168
10 4.197960223213764e-41 56
10.25 3.280724492842144e-42 6
10.5 2.354717603626686e-45 1

0.25 6.996249020003565e-15 18
0.5 5.578522025474566e-15 62
0.75 1.026829198293586e-15 98
1 8.674758797657131e-16 210
1.25 1.298459049618007e-14 350
1.5 4.521845583921144e-14 450
1.75 8.908085911696923e-14 602
2 5.763321147298716e-14 762
2.25 4.655555193892112e-15 1142
2.5 1.380153483936788e-15 1250
2.75 1.153816120473826e-15 1458
3 2.96766929058893e-16 1814
3.25 2.716606816101914e-17 2178
3.5 1.204766607961255e-18 2498
3.75 2.322033993174765e-19 2622
4 1.396421138131014e-19 3338
4.25 6.724443706515337e-20 3722
4.5 3.037782279364237e-20 4170
4.75 1.326965741848995e-20 4358
5 9.757965326078129e-21 5034
5.25 9.259912154617801e-21 5714
5.5 6.686481931562641e-21 5982
5.75 2.715275451953091e-21 6602
6 5.812785595343937e-22 6923
6.25 5.185922748391265e-23 7032
6.5 1.350467679855683e-24 6632
6.75 1.046544433963911e-25 5988
7 4.452458478434596e-26 5744
7.25 2.457805811614772e-26 5048
7.5 9.257556936047511e-27 4452
7.75 2.262149875302022e-27 3920
8 3.250458853663746e-28 3096
8.25 3.124658712806912e-29 2552
8.5 2.750096530238697e-30 1755
8.75 4.957311768189751e-31 1220
9 5.590705030845691e-32 782
9.25 3.347196665928275e-33 432
9.5 1.703957187755069e-34 350
9.75 1.252352351123412e-35 168
10 1.673970330833387e-36 56
10.25 7.014889768908535e-38 6
10.5 7.398674389721553e-39 1

0.25 8.114423825562079e-13 18
0.5 1.657318087078126e-12 62
0.75 1.827531520867084e-12 98
1 3.440792616431069e-12 210
1.25 5.466519278687245e-12 350
1.5 7.258919927007146e-12 450
1.75 8.910512769620012e-12 602
2 4.984596699108062e-12 762
2.25 8.028396880772258e-13 1142
2.5 3.206910464673264e-14 1250
2.75 2.057627957665527e-15 1458
3 2.579930268128714e-16 1814
3.25 2.859852743181771e-17 2178
3.5 3.378014020096191e-17 2498
3.75 4.25480729426028e-17 2622
4 3.886541968330004e-17 3338
4.25 2.156325160014782e-17 3722
4.5 1.212259627386569e-17 4170
4.75 6.715438642943074e-18 4358
5 4.449086287489027e-18 5034
5.25 4.015682565284863e-18 5714
5.5 5.44787057230052e-18 5982
5.75 3.838367501644282e-18 6602
6 1.173816779676452e-18 6923
6.25 1.479383692792852e-19 7032
6.5 3.14270543229804e-20 6632
6.75 1.613639204900262e-20 5988
7 9.627946945323189e-21 5744
7.25 4.626228667140594e-21 5048
7.5 1.695657541478895e-21 4452
7.75 4.618918054868162e-22 3920
8 8.379915909458817e-23 3096
8.25 1.081806783736138e-23 2552
8.5 1.035821737783301e-24 1755
8.75 1.501660103097199e-25 1220
9 2.138014797454324e-26 782
9.25 1.502977196070921e-27 432
9.5 5.843308999382984e-28 350
9.75 3.084610861887873e-28 168
10 1.195607761231421e-28 56
10.25 7.061525975102774e-30 6
10.5 1.059324626438862e-31 1

0.25 1.279531458597628e-11 18
0.5 8.548694630921331e-12 62
0.75 9.184407842780696e-13 98
1 4.284109993896546e-12 210
1.25 3.58813182689842e-11 350
1.5 9.692615758370798e-11 450
1.75 1.421903253605542e-10 602
2 5.456219774206314e-11 762
2.25 5.200380379599705e-12 1142
2.5 7.582520739517067e-12 1250
2.75 4.178722144010587e-12 1458
3 1.555854547583482e-12 1814
3.25 7.691199494692938e-13 2178
3.5 3.933198993121058e-13 2498
3.75 1.601451407257863e-13 2622
4 7.785101676909883e-14 3338
4.25 7.97848096948679e-14 3722
4.5 1.260161021800632e-13 4170
4.75 1.529398474511682e-13 4358
5 1.640901343552734e-13 5034
5.25 1.261982728976689e-13 5714
5.5 6.149860034803298e-14 5982
5.75 1.772568995096434e-14 6602
6 3.343614563162877e-15 6923
6.25 5.037368146868164e-16 7032
6.5 1.103869071334687e-16 6632
6.75 5.638531196631733e-17 5988
7 2.852197720655172e-17 5744
7.25 1.508243488348639e-17 5048
7.5 1.808273308667488e-17 4452
7.75 1.577441225489864e-17 3920
8 9.360280443250219e-18 3096
8.25 4.149924073029287e-18 2552
8.5 1.607745817583617e-18 1755
8.75 6.238131397105665e-19 1220
9 2.492638521557797e-19 782
9.25 7.582759466555644e-20 432
9.5 3.1572006756597e-20 350
9.75 8.689650236548501e-21 168
10 1.537706915901411e-21 56
10.25 1.361942171496205e-22 6
10.5 9.069218242840091e-26 1

0.25 4.303689860119883e-10 18
0.5 2.946415450365416e-10 62
0.75 1.610734337931058e-10 98
1 2.306268270107961e-10 210
1.25 5.311981390550555e-10 350
1.5 1.326924772898366e-09 450
1.75 2.508197967544523e-09 602
2 8.44573182122312e-10 762
2.25 2.735068793095257e-10 1142
2.5 3.594082042179419e-10 1250
2.75 4.122886563836746e-10 1458
3 5.335570286616501e-10 1814
3.25 6.791351709930959e-10 2178
3.5 6.546869862169362e-10 2498
3.75 4.707132592410695e-10 2622
4 3.151394477416196e-10 3338
4.25 1.650037312369387e-10 3722
4.5 8.727453286559208e-11 4170
4.75 5.419443495606151e-11 4358
5 4.761637523070204e-11 5034
5.25 5.104722502015382e-11 5714
5.5 5.644700601511702e-11 5982
5.75 5.100690850411552e-11 6602
6 4.710614575340708e-11 6923
6.25 4.60278287243673e-11 7032
6.5 5.257273805023267e-11 6632
6.75 5.52023356316163e-11 5988
7 4.918985073920213e-11 5744
7.25 3.691749003902965e-11 5048
7.5 2.419498974558103e-11 4452
7.75 1.515289217931916e-11 3920
8 9.566324559467386e-12 3096
8.25 6.271580261956484e-12 2552
8.5 2.453991142673976e-12 1755
8.75 6.3925523574124e-13 1220
9 1.578807348818635e-13 782
9.25 2.930112822850889e-14 432
9.5 9.217069299009217e-15 350
9.75 3.688283455564625e-15 168
10 1.012101433592038e-15 56
10.25 7.964171261111316e-17 6
10.5 2.395135990706016e-18 1

0.25 4.967243783034644e-10 18
0.5 4.174555679350653e-10 62
0.75 4.236315940307475e-10 98
1 5.926443132586382e-10 210
1.25 6.017144251200813e-10 350
1.5 1.312976437754055e-09 450
1.75 6.702129848817566e-09 602
2 2.438938471668294e-09 762
2.25 3.269256023772962e-09 1142
2.5 1.714179427790353e-09 1250
2.75 1.046177039738353e-09 1458
3 7.566874781340448e-10 1814
3.25 1.09847015440843e-09 2178
3.5 1.780505680978238e-09 2498
3.75 2.377592511326721e-09 2622
4 1.951165200681445e-09 3338
4.25 1.31953189235686e-09 3722
4.5 1.54307939577459e-09 4170
4.75 1.490075020041228e-09 4358
5 1.357713989381744e-09 5034
5.25 1.198977028141785e-09 5714
5.5 1.10635450710204e-09 5982
5.75 9.972087250250926e-10 6602
6 9.071813044250517e-10 6923
6.25 7.301405155414001e-10 7032
6.5 3.767377360777587e-10 6632
6.75 2.729324120095105e-10 5988
7 2.695697743680847e-10 5744
7.25 2.384477988959494e-10 5048
7.5 1.956005464611049e-10 4452
7.75 1.564752699035856e-10 3920
8 1.089474732999985e-10 3096
8.25 8.841525574009502e-11 2552
8.5 4.402858348991575e-11 1755
8.75 2.299650953015034e-11 1220
9 1.181288498285205e-11 782
9.25 5.691639243299132e-12 432
9.5 3.672272777608506e-12 350
9.75 1.509771865978063e-12 168
10 4.921717214280749e-13 56
10.25 3.72567564667376e-14 6
10.5 3.782292851579406e-16 1

0.25 7.329158432205894e-10 18
0.5 1.116368191926184e-09 62
0.75 7.68443008485462e-10 98
1 1.555228147794908e-09 210
1.25 2.400611408210292e-09 350
1.5 5.543472245234892e-09 450
1.75 1.066844598607557e-08 602
2 1.000617794758999e-08 762
2.25 2.025083392288616e-08 1142
2.5 1.284489792927534e-08 1250
2.75 1.262619378022639e-08 1458
3 1.145100300151343e-08 1814
3.25 9.874724869885938e-09 2178
3.5 9.185340056651322e-09 2498
3.75 1.053600909429544e-08 2622
4 1.31099760757939e-08 3338
4.25 1.289805597925848e-08 3722
4.5 1.304548477007719e-08 4170
4.75 1.133544670938385e-08 4358
5 1.258729985734941e-08 5034
5.25 1.483144414174169e-08 5714
5.5 1.767832019122409e-08 5982
5.75 2.148620656365588e-08 6602
6 2.390700581563772e-08 6923
6.25 2.482763437104527e-08 7032
6.5 2.257348474534879e-08 6632
6.75 2.117145323715964e-08 5988
7 2.194347179806007e-08 5744
7.25 1.954478814489245e-08 5048
7.5 1.814961900435167e-08 4452
7.75 1.800931257444071e-08 3920
8 1.609603474156478e-08 3096
8.25 1.419891798082496e-08 2552
8.5 1.120838811964393e-08 1755
8.75 8.871148736839911e-09 1220
9 5.676893735633217e-09 782
9.25 3.469913320839596e-09 432
9.5 2.730788558933369e-09 350
9.75 1.26078452184705e-09 168
10 3.772494852262161e-10 56
10.25 5.436144640901686e-11 6
10.5 3.647435700907324e-13 1

0.25 2.863268331174126e-09 18
0.5 5.306712432552942e-09 62
0.75 5.946259115350628e-09 98
1 1.718229688023141e-08 210
1.25 1.89959633521959e-08 350
1.5 2.261853321798353e-08 450
1.75 3.877041691890306e-08 602
2 7.3534884955058e-08 762
2.25 9.78852762490061e-08 1142
2.5 6.095711188956472e-08 1250
2.75 4.31934285868259e-08 1458
3 3.532890982022682e-08 1814
3.25 3.914185793958755e-08 2178
3.5 3.888419154185908e-08 2498
3.75 3.987207686424515e-08 2622
4 5.551826427118703e-08 3338
4.25 6.405664055295364e-08 3722
4.5 6.334784755379156e-08 4170
4.75 6.013343846643418e-08 4358
5 8.148186254250667e-08 5034
5.25 1.054786647346907e-07 5714
5.5 1.275190654525223e-07 5982
5.75 1.515435313488119e-07 6602
6 1.729462354273023e-07 6923
6.25 1.780862467850293e-07 7032
6.5 1.741854743549748e-07 6632
6.75 1.535753217682477e-07 5988
7 1.545978790360895e-07 5744
7.25 1.530939454463773e-07 5048
7.5 1.487511794198044e-07 4452
7.75 1.492469622816079e-07 3920
8 1.35125341990978e-07 3096
8.25 1.234986329643156e-07 2552
8.5 1.053968300440186e-07 1755
8.75 7.322564606344677e-08 1220
9 4.938282410107553e-08 782
9.25 2.640423795591963e-08 432
9.5 2.141289021357012e-08 350
9.75 1.012915897708947e-08 168
10 3.338329694294894e-09 56
10.25 4.375716522214223e-10 6
10.5 5.543447015434726e-13 1

0.25 7.587981452838665e-09 18
0.5 1.653415882214481e-08 62
0.75 2.164945233768061e-08 98
1 2.746021352911885e-08 210
1.25 5.40910599992075e-08 350
1.5 5.782774000398104e-08 450
1.75 1.160362902979178e-07 602
2 2.45812700037936e-07 762
2.25 2.032079260603153e-07 1142
2.5 1.226933853940881e-07 1250
2.75 8.878638535208578e-08 1458
3 7.599181519396769e-08 1814
3.25 8.304938545258091e-08 2178
3.5 1.091546422013676e-07 2498
3.75 1.292648501860688e-07 2622
4 1.748569298148324e-07 3338
4.25 1.926139129879879e-07 3722
4.5 1.933814497761838e-07 4170
4.75 1.892465694289724e-07 4358
5 2.283198693554536e-07 5034
5.25 2.66851912707749e-07 5714
5.5 3.203035038128881e-07 5982
5.75 4.101068681072765e-07 6602
6 4.761983394620288e-07 6923
6.25 5.341456631467949e-07 7032
6.5 5.709168769832615e-07 6632
6.75 5.598625659488543e-07 5988
7 6.080178541338716e-07 5744
7.25 6.059223945923429e-07 5048
7.5 5.642932841195653e-07 4452
7.75 5.350620925706084e-07 3920
8 4.762133068440709e-07 3096
8.25 4.185651257728319e-07 2552
8.5 3.11420176570672e-07 1755
8.75 2.14038933936159e-07 1220
