#t    E^kin_scal0    E^grad_scal0    E^kin_scal1    E^grad_scal1    Vpot_term_0    Vpot_term_1    E_tot
0    0.125000208327261    5.93140600285574e-14    2.61862842375328e-13    1.84743306232818e-14    0.250000000000022    2.54543571605366e-13    0.375000208327877
0.5    0.0694732610601785    1.20305862548633e-14    5.72478245012908e-14    3.36159921097885e-15    0.0720499151730537    5.55571218026809e-14    0.14152317623336
1    0.0307207421041656    3.04984538433405e-15    1.33651959002887e-14    9.68551868399914e-16    0.0110937681102811    1.23018967098708e-14    0.0418145102144764
1.5    0.0115958787756248    1.26737090748003e-15    3.35004436909364e-15    5.53669369500739e-16    0.000653020997519601    2.78785584618188e-15    0.0122488997731523
2    0.004523506757931    7.04055024123952e-16    8.37947159664985e-16    5.75800573739541e-16    1.66076910866877e-06    2.13909635984006e-16    0.004525167527042
2.49999999999999    0.00211152606309374    4.16189818136292e-16    5.20429172239513e-16    4.13019927434793e-16    1.09694207675318e-05    6.00564132028899e-16    0.00212249548386322
2.99999999999998    0.000925890701155277    2.59080058623433e-16    6.36316903272285e-16    1.37525587291182e-16    0.000282862954587193    1.20515614412103e-15    0.00120875365574471
3.49999999999997    8.53073686115204e-05    1.64345948694589e-16    1.12052084140478e-15    5.41518934904093e-17    0.000873792769582887    7.41028356335031e-16    0.000959100138196488
3.99999999999996    0.000183073682170494    1.0928060225166e-16    8.11851415781224e-16    3.54552053487622e-17    0.000745945948101031    5.42823346829852e-16    0.000929019630273024
4.49999999999995    0.00052065881959205    8.11752231482466e-17    4.43412817086588e-16    2.48636248081258e-17    0.000181492109084817    2.72700383600583e-16    0.00070215092867769
4.99999999999994    0.000430533818010086    6.08587911013958e-17    1.64642187746037e-16    3.88946651832759e-17    8.98410419462717e-06    9.92017493247713e-17    0.000439517922205076
5.49999999999993    0.000279958080897795    4.74967915606437e-17    5.44420507824268e-17    5.48853348953504e-17    1.12947129566777e-12    8.79240220586177e-20    0.000279958082027423
5.99999999999992    0.000183329044664757    3.58722946975475e-17    1.61173703245489e-16    1.69810163672987e-17    5.9821414769901e-06    8.91295617578109e-17    0.00018931118614205
6.49999999999991    8.0105447709754e-05    2.48453798620691e-17    2.45041102760914e-16    8.29208653474953e-18    6.17615812074359e-05    8.65869029570873e-17    0.000141867028917555
6.9999999999999    5.48905441678203e-07    1.90831548172094e-17    2.0330218026322e-16    4.81155996198022e-18    0.00013062383120198    1.35330569191314e-16    0.000131172736644021
7.49999999999988    4.86110698165176e-05    1.52014497536315e-17    1.33308272683375e-16    4.40048855855636e-18    7.64659624811769e-05    1.12806019567193e-16    0.00012507703229796
7.99999999999987    8.73867601157244e-05    1.31975497802449e-17    6.256504041374e-17    7.36110246550227e-18    1.17840344659045e-05    6.80542388162541e-17    9.91707945817801e-05
8.49999999999986    7.27050040520506e-05    1.15473471308654e-17    3.29887816446155e-17    1.08940755296957e-17    1.53055241329875e-07    1.11642718070718e-17    7.28580592934471e-05
8.99999999999985    5.44382002056653e-05    9.53912520897229e-18    1.17068909831453e-17    1.78769260618487e-17    6.61998791137885e-08    2.61656964327138e-17    5.45044000848444e-05
9.49999999999984    3.68527578834862e-05    7.57673022508809e-18    9.17896227994156e-17    5.36787325125199e-18    5.36801360322181e-06    4.42298164727131e-17    4.2220771486857e-05
9.99999999999983    9.80047847636033e-06    5.69040357972209e-18    7.35208885342328e-17    2.43436910235777e-18    2.65054580145897e-05    1.1871209459606e-16    3.63059364911503e-05
10.4999999999998    2.19462634872783e-06    4.70319789611211e-18    5.11668796784399e-17    2.07642417751446e-18    3.34793045820445e-05    1.25548030515134e-16    3.56739309309558e-05
10.9999999999998    2.10749360892863e-05    4.29288286813455e-18    3.09039142552121e-17    2.57045625897002e-18    1.16332574240521e-05    8.86792164756746e-17    3.27081935134649e-05
11.4999999999998    2.57028960926465e-05    3.89466316430095e-18    2.15135681288431e-17    3.15278464551024e-18    8.62934677488369e-07    3.03647938785767e-17    2.65658307701938e-05
11.9999999999998    2.11491416618447e-05    3.57735080425925e-18    1.83341112299585e-17    6.8479038531793e-18    2.50057046639415e-11    3.55290006383382e-19    2.11491666675785e-05
12.4999999999998    1.67624743042351e-05    3.02710318796879e-18    3.01316284421496e-17    6.95901590111419e-18    3.34716091089373e-07    7.70837392773971e-17    1.70971903954416e-05
12.9999999999998    9.48848264999077e-06    2.38445898692222e-18    9.52579239544451e-17    1.83450299189603e-18    4.88479653006655e-06    8.72332812549063e-17    1.4373279180244e-05
13.4999999999998    5.30525481661712e-07    1.93352269726651e-18    2.04724784475565e-17    2.31561065503819e-18    1.29615800989292e-05    1.80330778285344e-16    1.3492105580796e-05
13.9999999999997    3.90618949986882e-06    1.74053190689213e-18    2.00546562613149e-17    2.11675255036643e-18    9.36381930219311e-06    1.4765822878838e-16    1.32700088022335e-05
14.4999999999997    9.99886272739788e-06    1.64616367627849e-18    8.84528085222811e-17    1.34969800693758e-18    1.78381882394079e-06    1.53246503229148e-17    1.17826815514454e-05
14.9999999999997    9.80609106223545e-06    1.58727943968176e-18    3.64555515544382e-17    1.93061067538277e-18    3.56937005958948e-08    3.38886408015548e-18    9.84178476287471e-06
15.4999999999997    8.22720268474931e-06    1.41390513773609e-18    1.30897964003583e-17    1.16141938376895e-17    4.74773996590237e-09    2.18248164411146e-17    8.23195042476315e-06
15.9999999999997    6.29402855996293e-06    1.22052151780523e-18    1.88301349126915e-16    9.61461773213825e-19    6.91489348822483e-07    9.157990941468e-18    6.98551790898505e-06
16.4999999999998    2.18234657816647e-06    9.52484294030187e-19    1.42004949605404e-17    3.70456338245985e-18    4.09066168956839e-06    2.65750516931866e-16    6.27300826801947e-06
16.9999999999999    1.58438493844522e-07    8.40017077401581e-19    3.05428226880294e-17    2.90002467834469e-18    6.01366377873492e-06    2.54369519048688e-16    6.17210227286809e-06
17.4999999999999    3.47365117864049e-06    8.0488146853664e-19    9.35506461677322e-17    2.39589858890836e-18    2.42239655289763e-06    1.21411372430687e-16    5.89604773175628e-06
18    4.95583838095306e-06    7.75048302066832e-19    1.08624044688256e-17    4.20570236438633e-18    2.16660737719945e-07    8.76101095815759e-17    5.17249911877646e-06
18.5000000000001    4.44249418040137e-06    7.53628048292599e-19    4.30068156800091e-17    6.51633562395702e-18    5.37621425112114e-11    1.60313150013524e-18    4.44254794259576e-06
19.0000000000002    3.7846448778004e-06    6.70914313098136e-19    2.8014487044762e-17    1.70224530718617e-17    5.49568003472641e-08    1.93000510846518e-16    3.83960167838638e-06
19.5000000000002    2.39894287290717e-06    5.54428604209525e-19    9.91924169008624e-17    6.32051963587704e-18    9.91778437767728e-07    3.35831364577494e-16    3.3907213111168e-06
20.0000000000003    2.34783413241319e-07    4.61621140089644e-19    9.00193412051516e-17    4.99002233632178e-18    2.98434950155557e-06    4.20074854441954e-16    3.21913291531244e-06
20.5000000000004    7.63092212327639e-07    4.2988949884545e-19    1.23230123478901e-16    4.34500941213495e-18    2.42743429884722e-06    3.3783063145277e-16    3.19052651164069e-06
21.0000000000005    2.4308446658559e-06    4.24285421998942e-19    2.79841299267962e-16    5.29166182411414e-19    5.23798570619156e-07    1.43946538934184e-17    2.95464323677025e-06
21.5000000000006    2.59044207498284e-06    4.22637242437955e-19    1.09905857312216e-16    1.09013883864585e-18    1.36926235246697e-08    7.10735902010456e-18    2.60413469862604e-06
22.0000000000006    2.28850551796503e-06    3.96918482851935e-19    4.91738847305455e-17    3.03152482775418e-17    6.74072538716476e-10    4.49304405401458e-17    2.28917959062857e-06
22.5000000000007    1.86181684819396e-06    3.47760604493278e-19    6.34373160677722e-16    6.2676294985674e-19    1.66341886359638e-07    1.90628989971803e-17    2.02815873520801e-06
23.0000000000008    7.48109639246313e-07    2.84521236444041e-19    1.07727959323444e-16    1.18011887638512e-17    1.11627776215967e-06    8.07212140546565e-16    1.86438740233301e-06
23.5000000000009    1.78230074605122e-08    2.50278228161148e-19    3.40417731626462e-16    7.57277846425776e-18    1.81831893782722e-06    6.54406558020214e-16    1.83614194629038e-06
24.000000000001    9.73362261118984e-07    2.52691963543054e-19    5.54535698324541e-16    4.39028148760443e-18    8.1072734230244e-07    2.34681643818413e-16    1.78408960421528e-06
24.500000000001    1.54105592430451e-06    2.43243213285676e-19    1.83257044485508e-17    1.66642381604181e-17    8.27830534465221e-08    3.73540403265222e-16    1.62383897815981e-06
25.0000000000011    1.44890147608895e-06    2.51195306226212e-19    1.74714521799897e-16    1.77229659812541e-17    6.24846287312912e-11    8.86360859219442e-18    1.44896396091923e-06
25.5000000000012    1.28269635683834e-06    2.23924849777842e-19    4.86096548454096e-17    7.4451068454198e-17    1.40765568583205e-08    7.18660784565346e-16    1.29677291453861e-06
26.0000000000013    8.72430189835673e-07    1.93933823316605e-19    1.21781628620738e-16    3.27870075266863e-17    3.042324930108e-07    1.55230348145057e-15    1.17666268455354e-06
26.5000000000013    1.17427826310815e-07    1.59861101816855e-19    9.4569779159656e-16    1.44504361309841e-17    1.00800148231233e-06    1.14458845102891e-15    1.12542931072804e-06
27.0000000000014    2.21221037838855e-07    1.54474353925525e-19    1.08750883818796e-15    1.17826619496122e-17    8.97600311272022e-07    8.89028134180518e-16    1.11882135109935e-06
27.5000000000015    8.45719156557424e-07    1.53881635764561e-19    1.13438256751446e-15    2.37284815501105e-18    2.1323982253097e-07    1.41559725616118e-16    1.05895898036686e-06
28.0000000000016    9.54459795180948e-07    1.5692643151436e-19    4.76282813091042e-16    3.91107852825238e-18    6.85079364712603e-09    4.49223662056757e-17    9.61310589353347e-07
28.5000000000017    8.69001318821051e-07    1.51951747687516e-19    2.5052872560787e-16    1.27519373774227e-16    1.25723191177804e-10    1.31352038794743e-16    8.6912704252178e-07
29.0000000000017    7.34929520165257e-07    1.37241659011701e-19    2.77230053539353e-15    7.83934204641142e-18    5.46776144635206e-08    2.42394443775494e-16    7.89607137651449e-07
29.5000000000018    3.27809801051467e-07    1.11133707381055e-19    1.38032939374109e-15    4.4825676506198e-17    4.08647155686387e-07    2.82507079355296e-15    7.36456960988191e-07
30.0000000000019    1.60907194239695e-09    1.01458858601343e-19    3.06713625525605e-15    2.10650288628469e-17    7.24163815847808e-07    1.71145229920859e-15    7.2577289258996e-07
30.500000000002    3.60562812249213e-07    1.0119143446918e-19    3.47010813241237e-15    8.1908745227596e-18    3.51079823730572e-07    4.1842732455299e-16    7.11642639876612e-07
31.000000000002    6.21866721689603e-07    1.01484540721178e-19    1.31194205118956e-16    8.50023093967473e-17    3.99907765450406e-08    1.9565731504019e-15    6.61857500407514e-07
31.5000000000021    6.04253935806341e-07    1.03674150978006e-19    9.22664345866638e-16    7.07163900832888e-17    6.40677136605915e-11    5.55485517692506e-17    6.04318004569035e-07
32.0000000000022    5.4797540592651e-07    9.85068279417814e-20    9.88361115843375e-17    4.12326082032801e-16    4.57992138438701e-09    3.36962690832623e-15    5.52555331191785e-07
