1:binCentralValue 2:valuesAverage 3:multiplicity
4.25 2.179565670227186e-27 3722
4.5 2.006588812458206e-27 4170
4.75 1.565777342158906e-27 4358
5 1.358230676558676e-27 5034
5.25 1.178262882218589e-27 5714
5.5 9.162078100835399e-28 5982
5.75 8.314635579320534e-28 6602
6 7.086849264058885e-28 7130
6.25 6.680110967400196e-28 8034
6.5 5.6934119858629e-28 8606
6.75 5.081699141396371e-28 9066
7 4.382857513624266e-28 9962
7.25 3.517454986292073e-28 10550
7.5 2.252260874843091e-28 11226
7.75 8.258842541489245e-29 12146
8 3.238522988869083e-30 12303
8.25 1.816069015737508e-39 12584
8.5 1.193338090756885e-39 12120
8.75 7.426859331427645e-40 11180
9 4.723137319941008e-40 11096
9.25 2.706984343877421e-40 10056
9.5 1.665137078801439e-40 9716
9.75 9.337960477378896e-41 8604
10 5.878724272253438e-41 8060
10.25 3.515849793204027e-41 7320
10.5 1.915289400918465e-41 6356
10.75 1.020897378218652e-41 5348
11 3.784865075325007e-42 4308
11.25 1.250839221019586e-42 3563
11.5 2.236771662898201e-43 2448
11.75 9.344639336887376e-44 1868
12 7.136692097294546e-44 1358
12.25 5.054735254011631e-44 1062
12.5 3.81843769338747e-44 776
12.75 2.233285387743611e-44 432
13 1.044754739679028e-44 200
13.25 9.668197239533914e-45 168
13.5 3.088279393350016e-45 56
13.75 5.412072393938275e-46 7

0.25 4.721342519270337e-29 18
0.5 1.033045784997472e-28 62
0.75 2.256907097572488e-28 98
1 6.692851962843131e-28 210
1.25 1.130368939663568e-27 350
1.5 1.203821473995102e-27 450
1.75 1.258976650488658e-27 602
2 2.214139341078379e-27 762
2.25 2.560860879704844e-27 1142
2.5 2.165918949352587e-27 1250
2.75 2.381725700934414e-27 1458
3 2.398213634152274e-27 1814
3.25 2.434468366968763e-27 2178
3.5 2.501644367818382e-27 2498
3.75 2.164535101586825e-27 2622
4 2.293093769826145e-27 3338
4.25 2.026099906406488e-27 3722
4.5 1.71553771749987e-27 4170
4.75 1.384788489082639e-27 4358
5 1.31426726455333e-27 5034
5.25 1.068783757842258e-27 5714
5.5 8.350301829125042e-28 5982
5.75 7.790929168261901e-28 6602
6 6.280157622886252e-28 7130
6.25 6.026437176054485e-28 8034
6.5 4.852341016613261e-28 8606
6.75 4.348575061437708e-28 9066
7 3.634786881771841e-28 9962
7.25 3.042884868959259e-28 10550
7.5 2.030791954493108e-28 11226
7.75 7.676731005811844e-29 12146
8 2.476516817698371e-30 12303
8.25 1.967151887456384e-39 12584
8.5 1.238695324531498e-39 12120
8.75 7.391475445354949e-40 11180
9 4.317806316983645e-40 11096
9.25 2.362231275037169e-40 10056
9.5 1.376491874528009e-40 9716
9.75 7.935466624427399e-41 8604
10 4.78238182569597e-41 8060
10.25 2.87894742065908e-41 7320
10.5 1.53251988636059e-41 6356
10.75 8.427261091721219e-42 5348
11 3.413963877309716e-42 4308
11.25 1.225581899807397e-42 3563
11.5 2.300740116709847e-43 2448
11.75 9.332230464184572e-44 1868
12 6.321254546303754e-44 1358
12.25 4.98910111850057e-44 1062
12.5 3.583162029924267e-44 776
12.75 2.049843884313193e-44 432
13 1.009433344969606e-44 200
13.25 8.514264612266544e-45 168
13.5 3.039045089917384e-45 56
13.75 4.590965168154709e-46 7

0.25 1.003582939785256e-27 18
0.5 3.203041829703691e-27 62
0.75 2.517249076014112e-27 98
1 3.8469752841197e-27 210
1.25 4.900934246154972e-27 350
1.5 3.102079095723618e-27 450
1.75 3.220362166211359e-27 602
2 2.095343982816489e-26 762
2.25 2.341444348036156e-26 1142
2.5 9.33623686522248e-27 1250
2.75 5.590454243215788e-27 1458
3 4.527099050004395e-27 1814
3.25 3.077585096407056e-27 2178
3.5 2.571853834159739e-27 2498
3.75 2.388810969413927e-27 2622
4 2.594435648239044e-27 3338
4.25 2.212101271422503e-27 3722
4.5 1.976970816194406e-27 4170
4.75 1.696690706448224e-27 4358
5 1.573430869010025e-27 5034
5.25 1.363002783904383e-27 5714
5.5 9.683680583848072e-28 5982
5.75 8.417700306882693e-28 6602
6 7.476361164436934e-28 7130
6.25 6.775929182601779e-28 8034
6.5 5.709210959297807e-28 8606
6.75 4.893626578618159e-28 9066
7 4.15330912136435e-28 9962
7.25 3.490407219265913e-28 10550
7.5 2.300291843238667e-28 11226
7.75 8.249410555197108e-29 12146
8 3.380820084441152e-30 12303
8.25 6.119252440025622e-39 12584
8.5 2.908242847586791e-39 12120
8.75 1.184287342444708e-39 11180
9 5.995522968295468e-40 11096
9.25 2.887308928933286e-40 10056
9.5 1.599072055638902e-40 9716
9.75 8.866185991807413e-41 8604
10 5.342530923479574e-41 8060
10.25 3.152489792063287e-41 7320
10.5 1.616758518739005e-41 6356
10.75 9.048402690775777e-42 5348
11 3.742181976212416e-42 4308
11.25 1.350943416714984e-42 3563
11.5 2.671203619417413e-43 2448
11.75 1.025567766685083e-43 1868
12 7.634700102664191e-44 1358
12.25 5.466879281672171e-44 1062
12.5 4.333313687625011e-44 776
12.75 2.287168896296352e-44 432
13 1.151897515192059e-44 200
13.25 9.716712946939857e-45 168
13.5 3.571153644088433e-45 56
13.75 5.499159469371653e-46 7

0.25 8.584671353052285e-27 18
0.5 3.806276062204794e-27 62
0.75 4.589853867836501e-27 98
1 4.535191224571032e-26 210
1.25 1.108045752337816e-25 350
1.5 7.635297858634812e-26 450
1.75 2.731865830012269e-26 602
2 2.60326370594621e-25 762
2.25 2.008146998776437e-25 1142
2.5 2.306085162152605e-26 1250
2.75 5.554414950978381e-27 1458
3 5.121992822990298e-27 1814
3.25 4.725430492403897e-27 2178
3.5 3.424608693754363e-27 2498
3.75 2.467317915661545e-27 2622
4 2.723063572039698e-27 3338
4.25 2.536393969744551e-27 3722
4.5 2.539571464161884e-27 4170
4.75 2.425172859689789e-27 4358
5 2.498152576184104e-27 5034
5.25 1.575657470639743e-27 5714
5.5 9.90906081817532e-28 5982
5.75 8.441799714006222e-28 6602
6 7.15169020158642e-28 7130
6.25 6.572613305304157e-28 8034
6.5 5.358305776171491e-28 8606
6.75 4.662980606022738e-28 9066
7 4.110799831140439e-28 9962
7.25 3.323033902650026e-28 10550
7.5 2.212318098524221e-28 11226
7.75 8.236517614811168e-29 12146
8 3.526744572806388e-30 12303
8.25 1.221867238586875e-38 12584
8.5 4.161109295334608e-39 12120
8.75 1.199660745476158e-39 11180
9 5.620732528605781e-40 11096
9.25 2.731125423473463e-40 10056
9.5 1.538005070342082e-40 9716
9.75 8.480119483262594e-41 8604
10 5.076223382909323e-41 8060
10.25 2.997517370354779e-41 7320
10.5 1.64642217147445e-41 6356
10.75 8.7021621117821e-42 5348
11 3.457504564630362e-42 4308
11.25 1.287230961374621e-42 3563
11.5 2.543309251182629e-43 2448
11.75 1.052271188803816e-43 1868
12 7.472070423948225e-44 1358
12.25 5.484875293473917e-44 1062
12.5 4.381325360443365e-44 776
12.75 2.394285575887316e-44 432
13 1.156273705806674e-44 200
13.25 1.001326166022821e-44 168
13.5 3.386345942294692e-45 56
13.75 5.749062440377592e-46 7

0.25 9.873654510087671e-25 18
0.5 2.895714808067641e-24 62
0.75 1.554341047148836e-24 98
1 1.662642816773072e-24 210
1.25 8.101401893872662e-25 350
1.5 2.935003470749905e-25 450
1.75 7.745221326644847e-24 602
2 2.341844299961159e-23 762
2.25 1.709914043684643e-23 1142
2.5 3.560460272007609e-24 1250
2.75 7.140397150790636e-25 1458
3 1.263600793963996e-25 1814
3.25 1.477761271700177e-26 2178
3.5 5.71620170298473e-27 2498
3.75 5.35746964150021e-27 2622
4 5.937746310830728e-27 3338
4.25 5.321447649629451e-27 3722
4.5 5.451708226722724e-27 4170
4.75 6.023018723650028e-27 4358
5 8.600452171737205e-27 5034
5.25 5.622836697363927e-27 5714
5.5 1.712832414190745e-27 5982
5.75 8.959816129575953e-28 6602
6 7.519967785975733e-28 7130
6.25 6.765716813432861e-28 8034
6.5 5.460718706761046e-28 8606
6.75 4.82818873496858e-28 9066
7 4.089161832812554e-28 9962
7.25 3.462874865136368e-28 10550
7.5 2.247436284042359e-28 11226
7.75 8.552853195479148e-29 12146
8 3.224693530616472e-30 12303
8.25 8.849268116763478e-38 12584
8.5 2.893262011136099e-38 12120
8.75 5.821177712720125e-39 11180
9 1.392601801735386e-39 11096
9.25 4.027873981819945e-40 10056
9.5 1.702456120244672e-40 9716
9.75 9.041903394119178e-41 8604
10 5.251062754111271e-41 8060
10.25 3.07036569107499e-41 7320
10.5 1.585530581472915e-41 6356
10.75 8.766982554087146e-42 5348
11 3.647636006820705e-42 4308
11.25 1.431982322363019e-42 3563
11.5 2.569165990521876e-43 2448
11.75 1.107977287687368e-43 1868
12 7.848588471367695e-44 1358
12.25 5.914437241546857e-44 1062
12.5 4.556808612116979e-44 776
12.75 2.549963165054072e-44 432
13 1.27545958446135e-44 200
13.25 1.065149645234811e-44 168
13.5 4.010847206792574e-45 56
13.75 4.813069016978273e-46 7

0.25 2.021183295196582e-23 18
0.5 2.873852437599444e-23 62
0.75 4.053524297137757e-24 98
1 2.558297486274437e-24 210
1.25 5.389547660446212e-24 350
1.5 2.210027376613942e-23 450
1.75 2.807280201990669e-22 602
2 6.322542155907223e-22 762
2.25 3.122433550669653e-22 1142
2.5 3.35200197104675e-23 1250
2.75 2.713298310814758e-24 1458
3 2.298928494876691e-25 1814
3.25 4.569108004752048e-26 2178
3.5 1.183827583437073e-26 2498
3.75 1.011473115366003e-26 2622
4 1.471096534042629e-26 3338
4.25 1.96938007373491e-26 3722
4.5 2.441752850481189e-26 4170
4.75 2.457518902092113e-26 4358
5 2.18676960663839e-26 5034
5.25 1.516434305898515e-26 5714
5.5 4.256430592230052e-27 5982
5.75 1.063353480142115e-27 6602
6 7.544979236621603e-28 7130
6.25 6.910735486121987e-28 8034
6.5 5.549011899700728e-28 8606
6.75 4.779144869444591e-28 9066
7 4.306355959716416e-28 9962
7.25 3.50350089931456e-28 10550
7.5 2.351525774278652e-28 11226
7.75 8.830094311610253e-29 12146
8 3.416678367664344e-30 12303
8.25 3.407398201597272e-37 12584
8.5 8.865970129402897e-38 12120
8.75 9.833999218738807e-39 11180
9 1.472929576985937e-39 11096
9.25 3.850353693165795e-40 10056
9.5 1.670961376002531e-40 9716
9.75 8.892047644816305e-41 8604
10 5.376965956310763e-41 8060
10.25 3.098778888126159e-41 7320
10.5 1.654530517197239e-41 6356
10.75 8.921253315805085e-42 5348
11 3.607843964196709e-42 4308
11.25 1.433730784947952e-42 3563
11.5 2.835468507566871e-43 2448
11.75 1.170311121423618e-43 1868
12 8.683627254058119e-44 1358
12.25 6.241548172020105e-44 1062
12.5 5.1511636878245e-44 776
12.75 2.770573285685611e-44 432
13 1.328610994929234e-44 200
13.25 1.137420447326093e-44 168
13.5 4.338317993419775e-45 56
13.75 4.103526956252682e-46 7

0.25 1.371587666173299e-21 18
0.5 3.30734413098152e-21 62
0.75 1.241455743070241e-21 98
1 6.82219808778213e-22 210
1.25 1.931308841510963e-22 350
1.5 3.877204434914237e-21 450
1.75 2.143462419280424e-20 602
2 3.284102131956899e-20 762
2.25 1.461790080385848e-20 1142
2.5 1.7917708037796e-21 1250
2.75 1.672100531634068e-22 1458
3 6.744328833990562e-24 1814
3.25 3.85541193598073e-25 2178
3.5 3.13103339216638e-25 2498
3.75 1.808935764424638e-25 2622
4 1.618510821051559e-25 3338
4.25 1.430290390798361e-25 3722
4.5 1.609522089044959e-25 4170
4.75 1.82305725527513e-25 4358
5 1.92263375914748e-25 5034
5.25 7.24591313331691e-26 5714
5.5 1.243623680717178e-26 5982
5.75 1.526893602858536e-27 6602
6 7.390816631762946e-28 7130
6.25 6.715132418739996e-28 8034
6.5 5.522912606709724e-28 8606
6.75 4.670558695392674e-28 9066
7 4.243811449559744e-28 9962
7.25 3.479388482056133e-28 10550
7.5 2.224674486682904e-28 11226
7.75 8.770362740220278e-29 12146
8 3.566677661801364e-30 12303
8.25 2.340878571210804e-36 12584
8.5 8.188466061020605e-37 12120
8.75 1.620793878724055e-37 11180
9 2.685331209581459e-38 11096
9.25 3.452872831429319e-39 10056
9.5 3.328111013253181e-40 9716
9.75 9.320603245508285e-41 8604
10 5.499862310505385e-41 8060
10.25 3.090827722285362e-41 7320
10.5 1.65717049717181e-41 6356
10.75 9.067370661448588e-42 5348
11 3.466761039748074e-42 4308
11.25 1.426106720013379e-42 3563
11.5 2.649365221225672e-43 2448
11.75 1.215251829325705e-43 1868
12 8.572882233634112e-44 1358
12.25 6.694848583256883e-44 1062
12.5 5.123102178891667e-44 776
12.75 2.945757256522032e-44 432
13 1.304891929420469e-44 200
13.25 1.225925256675062e-44 168
13.5 4.53095528970459e-45 56
13.75 4.440983176140746e-46 7

0.25 8.462671574337041e-20 18
0.5 2.804199397779081e-19 62
0.75 1.905294724944116e-19 98
1 3.465001053036659e-19 210
1.25 6.003222131295187e-19 350
1.5 1.004239053992555e-18 450
1.75 2.11414902991529e-18 602
2 2.191889117593641e-18 762
2.25 9.488061173159497e-19 1142
2.5 1.693343200135635e-19 1250
2.75 3.396699963417164e-20 1458
3 5.660650285870508e-21 1814
3.25 4.979052888987479e-22 2178
3.5 2.043891180018803e-23 2498
3.75 9.222765577710942e-25 2622
4 6.927896040339894e-25 3338
4.25 7.359108659452192e-25 3722
4.5 9.247182452807743e-25 4170
4.75 1.164475543577335e-24 4358
5 1.752239584809887e-24 5034
5.25 1.206028565399939e-24 5714
5.5 1.574827415900022e-25 5982
5.75 5.631854950570089e-27 6602
6 8.019770985514829e-28 7130
6.25 7.140581011173056e-28 8034
6.5 5.874042075199e-28 8606
6.75 5.094746541094431e-28 9066
7 4.353588049218513e-28 9962
7.25 3.610106461379671e-28 10550
7.5 2.350714503165257e-28 11226
7.75 8.991265647821979e-29 12146
8 3.716958363150636e-30 12303
8.25 1.484650322583388e-35 12584
8.5 4.391465351808987e-36 12120
8.75 5.872764992662672e-37 11180
9 8.1565984433656e-38 11096
9.25 1.065634497970617e-38 10056
9.5 9.554690204038087e-40 9716
9.75 1.029599082184428e-40 8604
10 5.736813855150396e-41 8060
10.25 3.356859965472584e-41 7320
10.5 1.782067804752872e-41 6356
10.75 9.497168369134739e-42 5348
11 3.870071597452217e-42 4308
11.25 1.514336394761274e-42 3563
11.5 3.390774952484001e-43 2448
11.75 1.570361313759434e-43 1868
12 1.140846493622185e-43 1358
12.25 8.362422495100171e-44 1062
12.5 6.432510120677533e-44 776
12.75 3.831670633125714e-44 432
13 1.696415080145922e-44 200
13.25 1.526742268897404e-44 168
13.5 5.214045834373805e-45 56
13.75 7.280457556722697e-46 7

0.25 2.209958971059307e-18 18
0.5 4.361551313983496e-18 62
0.75 1.060344486748504e-18 98
1 1.860382753383531e-19 210
1.25 2.381613612247059e-18 350
1.5 1.421466269355439e-17 450
1.75 4.295717321095193e-17 602
2 3.944233722696506e-17 762
2.25 8.483043199952719e-18 1142
2.5 2.03535214896386e-19 1250
2.75 4.836865722693451e-20 1458
3 3.576383306048054e-20 1814
3.25 5.268544460033724e-21 2178
3.5 2.275218868251502e-22 2498
3.75 7.797494661232389e-24 2622
4 4.790040054475533e-24 3338
4.25 3.911165574127832e-24 3722
4.5 3.909784593927314e-24 4170
4.75 3.508595386294755e-24 4358
5 3.255681728255154e-24 5034
5.25 3.071376594810636e-24 5714
5.5 6.888823134936885e-25 5982
5.75 2.492566258086519e-26 6602
6 8.645839896557731e-28 7130
6.25 7.540447108549773e-28 8034
6.5 5.796108793040436e-28 8606
6.75 4.857725596353381e-28 9066
7 4.299350569325978e-28 9962
7.25 3.553313124693345e-28 10550
7.5 2.280269154816378e-28 11226
7.75 8.6674737549303e-29 12146
8 3.780562183801249e-30 12303
8.25 7.888329508168422e-35 12584
8.5 2.476877719011402e-35 12120
8.75 4.584748982239414e-36 11180
9 8.536708339634376e-37 11096
9.25 1.273339483770216e-37 10056
9.5 7.852679067674193e-39 9716
9.75 2.770057830073668e-40 8604
10 1.241135872492229e-40 8060
10.25 6.232826129043707e-41 7320
10.5 2.629899897060938e-41 6356
10.75 1.37429296663801e-41 5348
11 7.202687516334701e-42 4308
11.25 4.286187440461505e-42 3563
11.5 2.307596069641475e-42 2448
11.75 1.679779680510627e-42 1868
12 1.288323089113431e-42 1358
12.25 1.056615869520835e-42 1062
12.5 7.860581260652154e-43 776
12.75 4.527207568982215e-43 432
13 2.391097530597929e-43 200
13.25 1.924493280388209e-43 168
13.5 4.977361049540734e-44 56
13.75 7.575414995401533e-45 7

0.25 2.655757231021206e-16 18
0.5 1.08213302006557e-15 62
0.75 8.846180647972954e-16 98
1 1.879132911662877e-15 210
1.25 3.214660526609767e-15 350
1.5 4.295636466131094e-15 450
1.75 6.288981358574126e-15 602
2 4.598953211873171e-15 762
2.25 1.637609222416606e-15 1142
2.5 3.121828425038803e-16 1250
2.75 6.588552419353621e-17 1458
3 9.43865125509112e-18 1814
3.25 5.528552123107662e-19 2178
3.5 1.033652384438257e-20 2498
3.75 6.374645889969786e-23 2622
4 3.719989308384438e-23 3338
4.25 4.394196373810823e-23 3722
4.5 6.074699779895144e-23 4170
4.75 7.203454065350938e-23 4358
5 7.384375534921916e-23 5034
5.25 2.839569576119305e-23 5714
5.5 2.630684782768488e-24 5982
5.75 6.68738112774513e-26 6602
6 2.237017544506457e-27 7130
6.25 1.212529852357257e-27 8034
6.5 7.325774260324203e-28 8606
6.75 5.376399189520533e-28 9066
7 4.530655129973485e-28 9962
7.25 3.688157142219772e-28 10550
7.5 2.454711997413115e-28 11226
7.75 9.075682887979204e-29 12146
8 4.311174484709409e-30 12303
8.25 4.802995092853559e-33 12584
8.5 6.019176269148874e-34 12120
8.75 5.709822732497592e-35 11180
9 6.220003334176853e-36 11096
9.25 7.873554952343376e-37 10056
9.5 6.099657583915572e-38 9716
9.75 8.355422083069991e-39 8604
10 2.681643656316064e-39 8060
10.25 1.044802140107336e-39 7320
10.5 3.073518375696718e-40 6356
10.75 1.123376481922981e-40 5348
11 6.486714292248609e-41 4308
11.25 5.425165060504237e-41 3563
11.5 3.623315912585607e-41 2448
11.75 2.927819187081485e-41 1868
12 2.217030982755639e-41 1358
12.25 1.658719704353022e-41 1062
12.5 1.309288716835077e-41 776
12.75 8.219334927777829e-42 432
13 3.620706300640986e-42 200
13.25 3.237959966477081e-42 168
13.5 8.084856062779959e-43 56
13.75 6.039026543073925e-44 7

0.25 3.808360469451304e-15 18
0.5 5.938327481098512e-15 62
0.75 7.324666505779277e-16 98
1 7.004463669820988e-16 210
1.25 1.097441792434776e-14 350
1.5 3.676233824596939e-14 450
1.75 7.211099961880399e-14 602
2 3.73537022640589e-14 762
2.25 1.983853531936587e-15 1142
2.5 1.391817607498423e-15 1250
2.75 8.804591995894813e-16 1458
3 1.797856738417582e-16 1814
3.25 1.128017257092668e-17 2178
3.5 3.168704684622409e-19 2498
3.75 8.132795407033966e-20 2622
4 3.74421291127385e-20 3338
4.25 8.96229215991587e-21 3722
4.5 3.326070254049918e-21 4170
4.75 3.472467638623319e-21 4358
5 3.493260965281759e-21 5034
5.25 2.115289527041411e-21 5714
5.5 5.359511763006184e-22 5982
5.75 7.880691481942067e-23 6602
6 5.535292279885015e-24 7130
6.25 3.34248250215123e-25 8034
6.5 4.678730384679533e-26 8606
6.75 1.780930526550175e-26 9066
7 9.450189366584546e-27 9962
7.25 5.783186730747144e-27 10550
7.5 2.670353485824766e-27 11226
7.75 9.395234598651221e-28 12146
8 2.335072127297326e-28 12303
8.25 3.576201506140268e-29 12584
8.5 5.759188692456378e-30 12120
8.75 9.829206138483825e-31 11180
9 9.511671291557103e-32 11096
9.25 4.4175671416202e-33 10056
9.5 3.145252949316598e-34 9716
9.75 1.232578590185506e-34 8604
10 5.912933413375284e-35 8060
10.25 2.027349484667629e-35 7320
10.5 4.587412867766193e-36 6356
10.75 7.369566516758996e-37 5348
11 6.015914960724025e-38 4308
11.25 7.491902039955644e-39 3563
11.5 3.993241418100877e-39 2448
11.75 2.962079374038072e-39 1868
12 2.299803584742107e-39 1358
12.25 1.680362752213697e-39 1062
12.5 1.379008122169336e-39 776
12.75 7.068137386742125e-40 432
13 3.615209668906636e-40 200
13.25 3.445311862715148e-40 168
13.5 9.122334813796829e-41 56
13.75 6.21192286661922e-42 7

0.25 4.633399827704731e-13 18
0.5 1.653913652252071e-12 62
0.75 1.243692502226127e-12 98
1 2.523870911354189e-12 210
1.25 4.327291792842764e-12 350
1.5 5.656356022757018e-12 450
1.75 7.034626376650818e-12 602
2 3.307389301063399e-12 762
2.25 4.266142993398464e-13 1142
2.5 1.689300798483326e-14 1250
2.75 1.211870937568497e-15 1458
3 1.198927073135839e-16 1814
3.25 1.970145650201928e-17 2178
3.5 2.713150958423446e-17 2498
3.75 2.615481292090409e-17 2622
4 1.628291646781996e-17 3338
4.25 6.616431656276578e-18 3722
4.5 3.43492695218197e-18 4170
4.75 1.835408408138245e-18 4358
5 8.764415055045339e-19 5034
5.25 4.302856131369593e-19 5714
5.5 2.05705934297056e-19 5982
5.75 7.414398776418592e-20 6602
6 1.353719778734384e-20 7130
6.25 3.362708229600516e-21 8034
6.5 2.235861081382165e-21 8606
6.75 1.785628880872883e-21 9066
7 1.378302382377518e-21 9962
7.25 9.784306895291565e-22 10550
7.5 4.887989939839047e-22 11226
7.75 1.945189665079073e-22 12146
8 5.588253543374864e-23 12303
8.25 6.200596547623675e-24 12584
8.5 4.474573221829383e-25 12120
8.75 1.008161280611187e-25 11180
9 1.482835103324488e-26 11096
9.25 6.624147025674664e-27 10056
9.5 6.008119702815706e-27 9716
9.75 4.019052785677037e-27 8604
10 2.402817529895048e-27 8060
10.25 1.162177595661801e-27 7320
10.5 4.132371007197116e-28 6356
10.75 1.259691368958594e-28 5348
11 1.860148900342296e-29 4308
11.25 2.991779013644949e-30 3563
11.5 3.802434912122413e-31 2448
11.75 8.93887474213477e-32 1868
12 1.493676302112368e-32 1358
12.25 1.359332654884669e-33 1062
12.5 1.313748645814277e-34 776
12.75 6.195324807622762e-36 432
13 6.430604829107627e-37 200
13.25 1.097778863568723e-37 168
13.5 1.265800010958668e-38 56
13.75 1.176550463827752e-39 7

0.25 7.268430908687233e-12 18
0.5 9.480184581744449e-12 62
0.75 5.711300452643215e-13 98
1 3.658813628437511e-12 210
1.25 3.097035524913436e-11 350
1.5 7.915410630437558e-11 450
1.75 1.126136333804465e-10 602
2 3.273783081454837e-11 762
2.25 4.655172230121321e-12 1142
2.5 6.171951184501443e-12 1250
2.75 2.510057450047942e-12 1458
3 7.287773692827762e-13 1814
3.25 2.937150518199576e-13 2178
3.5 1.27786413289616e-13 2498
3.75 5.328984512762193e-14 2622
4 5.882808332696238e-14 3338
4.25 8.093604166212084e-14 3722
4.5 6.999444901846027e-14 4170
4.75 4.200595636788495e-14 4358
5 1.996611661154084e-14 5034
5.25 5.652027828798861e-15 5714
5.5 6.592355568101153e-16 5982
5.75 5.553571375084923e-17 6602
6 1.771956017417118e-17 7130
6.25 1.198017459118288e-17 8034
6.5 9.863629561433419e-18 8606
6.75 1.158715060191476e-17 9066
7 1.475456645725182e-17 9962
7.25 1.819433022276024e-17 10550
7.5 1.762879705525906e-17 11226
7.75 1.283389636508213e-17 12146
8 7.071493451110136e-18 12303
8.25 3.194667084301133e-18 12584
8.5 1.452325174292467e-18 12120
8.75 6.866020786268972e-19 11180
9 3.250743389701215e-19 11096
9.25 1.306409191239224e-19 10056
9.5 5.031565014523743e-20 9716
9.75 2.016069441739341e-20 8604
10 1.070485233606982e-20 8060
10.25 5.940036900050557e-21 7320
10.5 2.870272931367123e-21 6356
10.75 1.426245280054608e-21 5348
11 6.110210560538796e-22 4308
11.25 3.297153796332093e-22 3563
11.5 1.063914746226543e-22 2448
11.75 3.834834464867767e-23 1868
12 1.080063865302075e-23 1358
12.25 2.437247495889318e-24 1062
12.5 7.805370932288159e-25 776
12.75 2.14916959375465e-25 432
13 7.190007788299782e-26 200
13.25 4.534903212702754e-26 168
13.5 1.393826072275741e-26 56
13.75 9.830234503294652e-28 7

0.25 3.199306168149797e-10 18
0.5 4.110730367358852e-10 62
0.75 2.03157784358988e-10 98
1 3.119542062131689e-10 210
1.25 6.566249741533057e-10 350
1.5 1.527436095075365e-09 450
1.75 2.585085851085044e-09 602
2 6.759871861430172e-10 762
2.25 2.425600396350314e-10 1142
2.5 2.797011964896929e-10 1250
