1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
0.25 2.121551221627444e-17 1.000928407013805e-16 18
0.5 2.428520095959609e-16 5.999053296016451e-16 62
0.75 4.910083314390852e-16 1.427895610235382e-15 98
1 1.101329172608216e-15 5.121466875694137e-15 210
1.25 2.258807411594669e-15 1.267575404482836e-14 350
1.5 3.272941351667633e-15 1.941540411573088e-14 450
1.75 4.797426369840111e-15 2.933826573850595e-14 602
2 6.569116878738966e-15 5.247029081282895e-14 762
2.25 1.105737920911562e-14 8.621612411069985e-14 1142
2.5 1.141342186228546e-14 1.036550614446932e-13 1250
2.75 1.416694276408653e-14 1.545792208306762e-13 1458
3 1.737882380017399e-14 2.18022820049851e-13 1814
3.25 2.22464829798225e-14 3.008080934668864e-13 2178
3.5 2.658017536292611e-14 3.984639235399975e-13 2498
3.75 2.757889481426352e-14 4.760920074826953e-13 2622
4 1.775602120970536e-14 3.226167047638294e-13 3338
4.25 1.760310135474185e-32 6.425460025605529e-33 3722
4.5 2.258995553539554e-32 9.031127457324989e-33 4170
4.75 1.686634979651635e-32 5.71504720797327e-33 4358
5 2.142518367899078e-32 1.493986583569683e-32 5034
5.25 2.250661754166536e-32 8.470648186328501e-33 5714
5.5 2.341202929071945e-32 1.265615471852271e-32 5982
5.75 2.354882286336231e-32 9.901458246941711e-33 6602
6 3.507952712100456e-32 1.277575068320414e-32 7130
6.25 3.519539030715206e-32 1.301366026640405e-32 8034
6.5 4.736286326283976e-32 3.268036179440018e-32 8606
6.75 3.056755116657913e-32 1.268881766754446e-32 9066
7 4.491914015810865e-32 3.202680631905016e-32 9962
7.25 4.913102621287379e-32 1.400748702665662e-32 10550
7.5 4.833122527053863e-32 2.385254929653459e-32 11226
7.75 5.087515072673826e-32 1.705115756338199e-32 12146
8 7.39974100016122e-32 1.198839674329057e-31 12303
8.25 5.345946235099893e-32 1.852413138494382e-32 12584
8.5 6.573352447459883e-32 2.193825400992699e-32 12120
8.75 5.809565994636472e-32 1.730713348782832e-32 11180
9 3.859831127161793e-32 1.853341421325302e-32 11096
9.25 3.393638973181607e-32 1.35250405535041e-32 10056
9.5 4.151999783474115e-32 1.972146153208755e-32 9716
9.75 3.518939762059759e-32 1.476553141324404e-32 8604
10 3.48554501295805e-32 1.472051174448289e-32 8060
10.25 4.07657001370478e-32 1.316465142493971e-32 7320
10.5 2.954425936539873e-32 8.512554594820451e-33 6356
10.75 3.791942973781785e-32 1.127979602936962e-32 5348
11 1.994239284345513e-32 6.749977591120909e-33 4308
11.25 2.663453076133317e-32 8.532268798265366e-33 3563
11.5 1.198302184579244e-32 4.031648592683913e-33 2448
11.75 8.246118343611884e-33 3.450128354404677e-33 1868
12 7.370276193781812e-33 2.793054007749616e-33 1358
12.25 5.517400185916521e-33 1.812961110642485e-33 1062
12.5 4.105035729433949e-33 1.821195169945712e-33 776
12.75 3.142572128144098e-33 9.984960803020524e-34 432
13 2.505963761230578e-33 7.018314562893823e-34 200
13.25 1.591084084151942e-33 5.516239120467766e-34 168
13.5 7.009279297346229e-34 3.39671224690721e-34 56
13.75 2.559435533264967e-34 1.18542500826155e-34 7

0.25 4.192987666567579e-18 5.238162999496583e-19 18
0.5 4.384557120033734e-17 3.493342361545707e-18 62
0.75 3.525754330824656e-17 2.772995688828995e-17 98
1 4.878026862199001e-17 1.413298643090926e-16 210
1.25 6.32449201096507e-17 3.890344422843411e-16 350
1.5 1.251213120483598e-16 4.324516115281823e-16 450
1.75 1.721632524238363e-16 6.699078686451531e-16 602
2 2.422411076042252e-16 1.208929341643912e-15 762
2.25 3.927929390321826e-16 2.012018601236303e-15 1142
2.5 3.798060822885216e-16 2.583292641785902e-15 1250
2.75 4.891302997124752e-16 3.797762557533808e-15 1458
3 6.015810627646503e-16 5.425961088032898e-15 1814
3.25 7.5479617510242e-16 7.663768887039069e-15 2178
3.5 8.809442438172217e-16 1.029476504066504e-14 2498
3.75 9.00277077729851e-16 1.27924951660773e-14 2622
4 6.036607272586958e-16 8.313123068359181e-15 3338
4.25 1.139765638986619e-28 1.500697783063011e-27 3722
4.5 1.005425106818209e-28 6.768675585908855e-28 4170
4.75 5.265924663057826e-29 9.075675123764671e-28 4358
5 3.33302928266005e-29 1.05162031734246e-27 5034
5.25 4.050400077835719e-29 7.644397058344108e-28 5714
5.5 4.486774923730936e-29 4.900383588692377e-28 5982
5.75 4.026470090139587e-29 4.379238665669646e-28 6602
6 3.101889163956962e-29 4.193764678923253e-28 7130
6.25 2.285127031788319e-29 3.674825058786409e-28 8034
6.5 1.4861916091868e-29 3.085894365424788e-28 8606
6.75 9.776579814072909e-30 2.182345031328808e-28 9066
7 6.616920571812873e-30 1.711836999130252e-28 9962
7.25 3.618604164888331e-30 1.106700258329368e-28 10550
7.5 1.61004700361767e-30 5.593755579854936e-29 11226
7.75 4.112841268654529e-31 1.663768939116055e-29 12146
8 2.745737147165357e-32 1.190078156653293e-30 12303
8.25 1.8482314446931e-32 7.476574506943124e-31 12584
8.5 1.832030181439826e-32 8.020783746691801e-31 12120
8.75 1.785191082791687e-32 7.324364086505237e-31 11180
9 1.774015490588485e-32 7.988649458459115e-31 11096
9.25 1.597721601569265e-32 7.43641457524464e-31 10056
9.5 1.647449593502375e-32 7.781143895147707e-31 9716
9.75 1.462792251611853e-32 7.568401909666991e-31 8604
10 1.33423906993674e-32 7.738549839683074e-31 8060
10.25 1.266666166227127e-32 7.489367382735179e-31 7320
10.5 1.058650260477043e-32 6.539355310003352e-31 6356
10.75 9.753849716689662e-33 6.253097840682121e-31 5348
11 8.113608470387388e-33 4.852271365519932e-31 4308
11.25 7.005370578126187e-33 4.571086973480284e-31 3563
11.5 4.571552886532371e-33 3.158160681155514e-31 2448
11.75 3.437511180120191e-33 2.410453407866057e-31 1868
12 2.525686394201018e-33 2.087892829439604e-31 1358
12.25 2.133925705337663e-33 1.514722041917167e-31 1062
12.5 1.701202193553554e-33 1.11322942119558e-31 776
12.75 1.094121206121564e-33 6.436578802871732e-32 432
13 4.512059317345679e-34 3.265027158453547e-32 200
13.25 4.306426636229462e-34 2.618142535691645e-32 168
13.5 1.467370016137801e-34 1.237898847743102e-32 56
13.75 3.307349784610609e-35 1.088602144740367e-33 7

0.25 6.969709450827324e-19 3.857777600257891e-18 18
0.5 3.802702130951716e-18 7.13583633506495e-18 62
0.75 5.518214373870844e-18 3.320011608472817e-17 98
1 1.323669709082352e-17 4.736049247953141e-17 210
1.25 3.542057178414095e-17 2.272090974385818e-16 350
1.5 2.007376288668038e-17 2.988032733229643e-16 450
1.75 4.344106850838982e-17 2.793228989493988e-16 602
2 6.41378185989042e-17 4.914757204121509e-16 762
2.25 1.011715012559017e-16 8.331301607845638e-16 1142
2.5 1.01647831129656e-16 1.021295396092732e-15 1250
2.75 1.403206873127161e-16 1.402370656108716e-15 1458
3 1.73058243832503e-16 2.002546439860191e-15 1814
3.25 2.154939001042263e-16 2.847792446423148e-15 2178
3.5 2.598320380641222e-16 3.698263598925894e-15 2498
3.75 2.674104650253604e-16 4.568239549537149e-15 2622
4 1.801765764558051e-16 2.964732519162993e-15 3338
4.25 1.17692679858543e-28 2.262711317945378e-27 3722
4.5 7.466317312507579e-29 1.179003410710606e-27 4170
4.75 4.963613534994494e-29 1.009903681479608e-27 4358
5 4.581946026713964e-29 7.920454129995813e-28 5034
5.25 3.361235330317911e-29 6.172068959592784e-28 5714
5.5 2.272954121734426e-29 4.610501950527031e-28 5982
5.75 1.316898913270269e-29 3.681831841215198e-28 6602
6 7.142232388612286e-30 2.572771166136943e-28 7130
6.25 4.530355342334557e-30 1.808231710555275e-28 8034
6.5 3.387510826683565e-30 1.285640357183444e-28 8606
6.75 2.870387667423802e-30 1.132701532301482e-28 9066
7 2.426347701698464e-30 1.108908282248393e-28 9962
7.25 2.039516840145896e-30 8.098437878003714e-29 10550
7.5 1.345817358275394e-30 4.168831308710582e-29 11226
7.75 4.553931709266836e-31 1.182985351398561e-29 12146
8 2.669128880901888e-32 8.141243995546903e-31 12303
8.25 1.16877339250784e-32 4.801160072228574e-31 12584
8.5 1.157845707153296e-32 5.138697139373437e-31 12120
8.75 1.05148387400787e-32 5.124870382453703e-31 11180
9 1.108079512542166e-32 5.385787681108285e-31 11096
9.25 9.715210103101972e-33 5.039157305621137e-31 10056
9.5 1.009747269541893e-32 5.236650391089152e-31 9716
9.75 8.99130296855749e-33 4.96978280567452e-31 8604
10 8.671390018793209e-33 4.973578927889764e-31 8060
10.25 8.070612115708256e-33 4.755096442703456e-31 7320
10.5 6.993988733598971e-33 4.210759785677704e-31 6356
10.75 6.384654351471149e-33 3.677906009088652e-31 5348
11 5.01983732684837e-33 3.355561447412232e-31 4308
11.25 4.519068590638151e-33 2.889297493228062e-31 3563
11.5 2.909560973211436e-33 2.155354780246561e-31 2448
11.75 2.345974730653042e-33 1.679107196951126e-31 1868
12 1.567480657739138e-33 1.215930740196371e-31 1358
12.25 1.283910333527078e-33 1.036936266456868e-31 1062
12.5 1.066345889123039e-33 7.920375442619738e-32 776
12.75 6.453596800089039e-34 4.077908584286262e-32 432
13 2.338233946162871e-34 1.988427640451333e-32 200
13.25 2.550444787333053e-34 1.667848727247012e-32 168
13.5 1.101102263234674e-34 7.024688436910267e-33 56
13.75 1.034717835746764e-35 7.928221938685525e-34 7

0.25 4.501156321404012e-19 1.489186078905877e-19 18
0.5 5.146346270988065e-18 1.413050979327376e-18 62
0.75 4.892486655010979e-18 3.415746356565831e-18 98
1 9.545015263691707e-18 1.718373641094401e-17 210
1.25 1.708638727330912e-17 7.994322685719589e-17 350
1.5 2.584481232085061e-17 9.084790906675329e-17 450
1.75 3.162515708697294e-17 9.092950245538594e-17 602
2 4.589539875279338e-17 1.577058489999564e-16 762
2.25 6.300896312123309e-17 3.122993134773101e-16 1142
2.5 6.615166194066096e-17 3.684212848548435e-16 1250
2.75 7.768937753546197e-17 5.93287439681699e-16 1458
3 1.016456040525505e-16 7.983735223839714e-16 1814
3.25 1.209271776802425e-16 1.188800601570265e-15 2178
3.5 1.439704333193534e-16 1.560406079906532e-15 2498
3.75 1.505640736438862e-16 1.905143143443143e-15 2622
4 9.37840714266077e-17 1.333739697854891e-15 3338
4.25 5.439780968207081e-28 2.185055746505974e-27 3722
4.5 2.20419776117724e-28 1.239620244421199e-27 4170
4.75 7.889460817274137e-29 9.145481481825357e-28 4358
5 3.629153434595606e-29 8.018040729802495e-28 5034
5.25 2.524427524954946e-29 5.082201778448018e-28 5714
5.5 1.810185157939678e-29 3.279955392199261e-28 5982
5.75 1.467919970351151e-29 2.253334799846717e-28 6602
6 8.957228597244975e-30 1.532056853461877e-28 7130
6.25 5.600359692706672e-30 9.571309462581434e-29 8034
6.5 3.367380688766598e-30 7.042527306061895e-29 8606
6.75 2.05252970090804e-30 5.886007070859991e-29 9066
7 1.678680905184463e-30 5.704497081441634e-29 9962
7.25 1.271784688490869e-30 4.732648590886624e-29 10550
7.5 6.809365646671455e-31 3.467889835211031e-29 11226
7.75 2.349346319961511e-31 1.013520871071031e-29 12146
8 1.482615802544622e-32 6.151245073552644e-31 12303
8.25 8.694285715730698e-33 3.641174126907124e-31 12584
8.5 8.911912106100994e-33 3.800039503860388e-31 12120
8.75 8.244456352727971e-33 3.710535661274307e-31 11180
9 8.288834034334288e-33 3.964390034949229e-31 11096
9.25 7.458357391128867e-33 3.818157898836856e-31 10056
9.5 7.719253318995945e-33 3.935276394820995e-31 9716
9.75 6.938416950923352e-33 3.75076249109428e-31 8604
10 6.769862212019318e-33 3.591856653874962e-31 8060
10.25 6.324780655144441e-33 3.511159587523044e-31 7320
10.5 5.401537631350837e-33 3.10315287245544e-31 6356
10.75 4.711860427129003e-33 2.766433947167824e-31 5348
11 3.905866597642996e-33 2.454605982009713e-31 4308
11.25 3.432023646716395e-33 2.180450414809882e-31 3563
11.5 2.305617153481002e-33 1.535461244810619e-31 2448
11.75 1.812238918434676e-33 1.219719294997366e-31 1868
12 1.245221548704667e-33 8.961689007691667e-32 1358
12.25 9.888012022118856e-34 7.835445344497418e-32 1062
12.5 7.663952839330799e-34 5.663772885752801e-32 776
12.75 4.731169241202215e-34 3.236412960796248e-32 432
13 2.187196038059151e-34 1.375544029544439e-32 200
13.25 1.760180958517541e-34 1.308473547071061e-32 168
13.5 7.069223865527696e-35 3.896641439505803e-33 56
13.75 4.371111923181921e-36 6.7861615759198e-34 7

0.25 7.53584131575515e-20 6.968464446950225e-19 18
0.5 6.803035696731905e-19 7.41148430882935e-18 62
0.75 1.097811792781166e-18 6.33921488347377e-18 98
1 2.727174316382723e-18 2.544273756071869e-17 210
1.25 5.938679446061655e-18 1.091685854511915e-16 350
1.5 8.714613808796853e-18 1.232257440658136e-16 450
1.75 1.227018846553368e-17 8.135686635020978e-17 602
2 1.926604396025166e-17 1.318157705436521e-16 762
2.25 2.76545410109012e-17 2.490495954116046e-16 1142
2.5 2.704765293964396e-17 3.146312566388765e-16 1250
2.75 3.711714181918406e-17 4.364096071606916e-16 1458
3 5.05756952262185e-17 5.628204775795067e-16 1814
3.25 6.045133863753608e-17 8.333995202403463e-16 2178
3.5 7.233341801436823e-17 1.088897436450058e-15 2498
3.75 8.002195829857343e-17 1.259605717091553e-15 2622
4 5.044024648059666e-17 8.690822720491091e-16 3338
4.25 1.466000718993825e-27 9.971449994939444e-27 3722
4.5 6.080172481801043e-28 6.991393405524158e-27 4170
4.75 2.300037441751706e-28 5.248789556824166e-27 4358
5 1.00889352568373e-28 3.587784808700879e-27 5034
5.25 3.50080986295454e-29 1.973405217376334e-27 5714
5.5 1.380178440362899e-29 7.637640283397283e-28 5982
5.75 7.910730947208972e-30 3.417547129945036e-28 6602
6 5.526038110730499e-30 1.956640369354684e-28 7130
6.25 4.037929907044449e-30 1.144514114547692e-28 8034
6.5 2.896705441430816e-30 7.46945528001462e-29 8606
6.75 2.41244764756483e-30 6.342702137632247e-29 9066
7 2.360442823341503e-30 6.228039232352623e-29 9962
7.25 2.038238991119303e-30 5.50472750396484e-29 10550
7.5 1.509031586018016e-30 3.528510340550215e-29 11226
7.75 4.995313600383833e-31 1.186178606129295e-29 12146
8 2.339873254380972e-32 5.687995792276512e-31 12303
8.25 6.458938754598958e-33 2.948499994406601e-31 12584
8.5 6.695897110595513e-33 3.131290136594922e-31 12120
8.75 6.317949990390345e-33 2.958637720799525e-31 11180
9 6.239049987576931e-33 3.230040130378031e-31 11096
9.25 5.685175402341699e-33 3.100582991781939e-31 10056
9.5 5.974053452144705e-33 3.15534169121765e-31 9716
9.75 5.305063820922447e-33 3.009629302972517e-31 8604
10 5.044343649665109e-33 2.947392020387344e-31 8060
10.25 4.707542212283013e-33 2.852425540637608e-31 7320
10.5 4.150492262016682e-33 2.482442828896318e-31 6356
10.75 3.523961934882396e-33 2.275359041959011e-31 5348
11 2.956689521151253e-33 1.916477120547443e-31 4308
11.25 2.475372554106552e-33 1.749264401466612e-31 3563
11.5 1.752397869084056e-33 1.238701071725452e-31 2448
11.75 1.379435507792508e-33 9.832332301461663e-32 1868
12 9.469309585775156e-34 7.202103941562e-32 1358
12.25 7.61701853332368e-34 6.258121317544014e-32 1062
12.5 6.212059834786682e-34 4.661695617240467e-32 776
