#t    E^kin_cmplxscal0    E^grad_cmplxscal0    E^kin_U10    E^grad_U10    Vpot_term_0    E_tot
0    0.500000557912751    4.49031197568225e-13    5.50133581561165e-12    0    1.00000000000011    1.50000055791881
0.3535535    0.277893243001489    2.25767575734613e-13    1.0797672250926e-12    1.32908669837157e-26    0.288199521442163    0.566092764444958
0.707106999999999    0.122883069751076    1.37102336757663e-13    1.57484516547324e-13    4.36174410131652e-27    0.044374999123462    0.167258068874832
1.0606605    0.0463835561716364    4.01420228566143e-14    4.12779980883062e-14    1.10691404442124e-27    0.00261207359258406    0.0489956297643019
1.414214    0.0180940496626653    7.16060229369445e-15    8.25372648221765e-15    9.53896701216335e-28    6.64295060673708e-06    0.0181006926132875
1.76776750000001    0.00844611784891285    5.67167730783171e-15    3.68781231000535e-15    6.52035167410355e-28    4.38782592877131e-05    0.00848999610820992
2.121321    0.00370356619650793    8.8588334500649e-15    8.17560424161383e-15    4.18878090117654e-28    0.00113145875841122    0.00483502495493619
2.4748745    0.000341227376238435    5.38163670449069e-15    1.18634428016253e-14    3.51846168109245e-28    0.0034951839549685    0.00383641133122418
2.82842799999999    0.00073229999464034    4.40126150953455e-15    7.97278695823599e-15    1.29863703409104e-28    0.00298378856217514    0.00371608855682786
3.18198149999998    0.00208264185705704    4.0096748127063e-15    2.51478637766008e-15    9.2486664514803e-29    0.000725968114511511    0.00280860997157508
3.53553499999997    0.00172213922808628    1.24976484772646e-15    1.22850154722806e-15    1.58039417707173e-28    3.59362747423016e-05    0.00175807550283106
3.88908849999997    0.00111983489141246    3.15898293977999e-16    3.62210445747267e-16    2.55027290700662e-28    4.51929396330524e-12    0.00111983489593244
4.24264199999997    0.000733317808020773    1.69751350229258e-15    7.37655019911625e-16    1.63846657923125e-28    2.39287656240861e-05    0.000757246573647294
4.59619549999999    0.000320422075370506    1.04012129472318e-15    2.19304200938586e-15    1.16671795710374e-28    0.00024704755991243    0.000567469635286169
4.949749    2.19555202987922e-06    1.92754366175174e-15    1.32493940811077e-15    5.16014460737953e-29    0.000522496944243889    0.000524692496277021
5.30330250000002    0.000194445246726813    1.51525523832942e-15    8.54862223114841e-16    3.74361628254263e-29    0.000305864267708215    0.000500309514437398
5.65685600000003    0.000349548086261947    6.94133641826778e-16    6.33843136139875e-16    4.35022677243e-29    4.71361127448282e-05    0.000396684199008104
6.01040950000005    0.00029082077324896    2.30214997848056e-16    2.59436226895707e-16    8.98108064774203e-29    6.12216885655299e-07    0.000291432990135105
6.36396300000006    0.00021775337211186    2.30710013947541e-16    1.21266566922108e-16    1.42359239447976e-28    2.64803060431576e-07    0.000218018175172644
6.71751650000007    0.000147411364778945    2.44431510248901e-16    8.89661118764418e-16    6.94565166880683e-29    2.14721800536837e-05    0.000168883544833763
7.07107000000009    3.92019142845568e-05    1.19503099455152e-15    3.87988458088359e-16    3.97762319161793e-29    0.000106022253706317    0.000145224167992457
7.4246235000001    8.77858873596423e-06    1.16637111651173e-15    2.91929966406118e-16    2.84525414309442e-29    0.000133917557998994    0.000142696146736416
7.77817700000012    8.43000571906813e-05    8.00917681168862e-16    2.06206215889768e-16    3.01256953592396e-29    4.65330847772246e-05    0.000130833141968913
8.13173050000013    0.000102811880007082    2.65972896121196e-16    1.59499465472216e-16    4.72756138297924e-29    3.45173589671288e-06    0.00010626361590422
8.48528400000015    8.45968017054734e-05    5.17314102326958e-17    1.10166908206048e-16    8.80309556305323e-29    1.0001844953085e-10    8.45969017240848e-05
8.83883750000016    6.70500801881826e-05    5.63310299418107e-16    6.87875225916408e-17    8.92030047379976e-29    1.33887347943688e-06    6.83889536682516e-05
9.19239100000018    3.7954009652286e-05    6.43031566297486e-16    4.05413640208254e-16    4.86906621085113e-29    1.95392728390378e-05    5.74932824923722e-05
9.54594450000019    2.12209437019464e-06    1.05774685284124e-15    1.18456736017003e-16    3.18906097255802e-29    5.18464892892651e-05    5.39685836606359e-05
9.89949800000021    1.56248305971588e-05    8.59078827078086e-16    1.27583775987043e-16    2.94939544781412e-29    3.74553612040756e-05    5.30801918022211e-05
10.2530515000002    3.99955777752921e-05    1.24553770644403e-16    4.70321712046634e-16    2.49962580863447e-29    7.13528398902972e-06    4.71308617649167e-05
10.6066050000002    3.92244775935209e-05    5.43503658620128e-17    1.72144626711194e-16    5.4878544396665e-29    1.42774581984316e-07    3.93672521757317e-05
10.9601585000002    3.29089057265607e-05    5.39671123145068e-17    9.41670765397718e-17    1.37454133538264e-28    1.89911429691011e-08    3.29278968696779e-05
11.3137120000003    2.51761829571681e-05    4.17210907223798e-17    6.878831325732e-16    5.4538275723599e-29    2.76597012764074e-06    2.79421530855384e-05
11.6672655000003    8.72940237993289e-06    9.95173652096301e-16    6.97898396413077e-17    4.53664662925297e-29    1.63627053129533e-05    2.50921076939511e-05
12.0208190000003    6.33759016047453e-07    9.23386237725067e-16    1.61498672931225e-16    3.93495442537673e-29    2.40547242077379e-05    2.46884832248703e-05
12.3743725000003    1.38946525001588e-05    4.58467023698515e-16    3.57306070258952e-16    3.32870430706756e-29    9.6896082479884e-06    2.3584260748963e-05
