1:binCentralValue 2:valuesAverage 3:multiplicity
8.48528 1.586046681759671e-26 1814
9.19239 2.493149180913057e-27 2178
9.8995 2.216232677224952e-28 2498
10.6066 1.045824666590822e-29 2622
11.3137 3.946920566006246e-31 3338
12.0208 6.080293088430307e-36 3722
12.7279 2.069755472100223e-37 4170
13.435 7.270998729128634e-39 4358
14.1421 8.64019863846403e-40 5034
14.8492 3.69026189884555e-40 5714
15.5564 3.46648879259566e-40 5982
16.2635 3.233580513540553e-40 6602
16.9706 3.623902298700249e-40 7130
17.6777 4.98570945170092e-40 8034
18.3848 8.024983129590972e-40 8606
19.0919 1.256683516747238e-39 9066
19.799 1.329144531691175e-39 9962
20.5061 1.529274813913597e-39 10550
21.2132 1.776263852198248e-39 11226
21.9203 2.139536090789334e-39 12146
22.6274 2.220164776878523e-39 12303
23.3345 2.263417880247485e-39 12584
24.0416 2.032508345791075e-39 12120
24.7487 1.69713443406565e-39 11180
25.4559 1.630684555256005e-39 11096
26.163 1.410055687856072e-39 10056
26.8701 1.268421543542839e-39 9716
27.5772 1.043049748028769e-39 8604
28.2843 9.949803097860788e-40 8060
28.9914 9.215214107972216e-40 7320
29.6985 8.364138342193505e-40 6356
30.4056 7.504392784027163e-40 5348
31.1127 6.568241789734055e-40 4308
31.8198 5.50815522566582e-40 3563
32.5269 4.212169960432513e-40 2448
33.234 3.237577915363649e-40 1868
33.9411 2.522309336481338e-40 1358
34.6482 2.092813767858609e-40 1062
35.3554 1.478540936985606e-40 776
36.0625 9.179904386780551e-41 432
36.7696 5.095679313194884e-41 200
37.4767 3.613941285663952e-41 168
38.1838 1.286570878794381e-41 56
38.8909 1.176079499097448e-42 7

0.707107 6.932270072764577e-21 18
1.41421 1.980335250500587e-20 62
2.12132 3.213525674430674e-20 98
2.82843 2.525361267016519e-19 210
3.53554 3.264109268999306e-19 350
4.24264 1.821579596523096e-19 450
4.94975 1.73612944555292e-19 602
5.65686 1.531252647408436e-19 762
6.36396 8.543231997153417e-21 1142
7.07107 1.415513531115219e-22 1250
7.77818 3.904301608178301e-25 1458
8.48528 7.29357688391396e-26 1814
9.19239 7.122797589987108e-27 2178
9.8995 2.175340743782569e-28 2498
10.6066 1.074063963762865e-29 2622
11.3137 4.135468077829549e-31 3338
12.0208 8.67974693607489e-35 3722
12.7279 4.18362327508622e-36 4170
13.435 2.472895320897117e-37 4358
14.1421 2.111759838677532e-39 5034
14.8492 1.473312352838941e-39 5714
15.5564 1.511505704030656e-39 5982
16.2635 1.669079568543274e-39 6602
16.9706 2.033625439818823e-39 7130
17.6777 2.711596754124452e-39 8034
18.3848 3.891004710739584e-39 8606
19.0919 4.940880932539543e-39 9066
19.799 5.789040735532718e-39 9962
20.5061 6.789280251201932e-39 10550
21.2132 8.337096413357719e-39 11226
21.9203 9.857499073610194e-39 12146
22.6274 1.035333388966501e-38 12303
23.3345 1.023071161771658e-38 12584
24.0416 9.1009934512616e-39 12120
24.7487 7.656544176415674e-39 11180
25.4559 7.126249913637522e-39 11096
26.163 6.04833301467151e-39 10056
26.8701 5.287988757874727e-39 9716
27.5772 4.489517590442144e-39 8604
28.2843 4.137068829093452e-39 8060
28.9914 3.797122233391926e-39 7320
29.6985 3.403493767917142e-39 6356
30.4056 2.942377260467588e-39 5348
31.1127 2.467617336280035e-39 4308
31.8198 2.13721093700783e-39 3563
32.5269 1.519771939795112e-39 2448
33.234 1.194454725067904e-39 1868
33.9411 9.23887646748514e-40 1358
34.6482 7.178338321127682e-40 1062
35.3554 4.798595533117995e-40 776
36.0625 2.837476637418834e-40 432
36.7696 1.476519231843282e-40 200
37.4767 1.036697768406843e-40 168
38.1838 4.642586842669848e-41 56
38.8909 2.945361445694406e-42 7

0.707107 1.063160564671428e-20 18
1.41421 3.602337310205625e-20 62
2.12132 7.980905382649612e-20 98
2.82843 1.891607664375932e-19 210
3.53554 6.936953197654008e-20 350
4.24264 5.912093332610976e-20 450
4.94975 2.992463526583869e-19 602
5.65686 3.05428382827766e-19 762
6.36396 1.201716487099723e-22 1142
7.07107 4.903942961249618e-24 1250
7.77818 4.50053453029634e-26 1458
8.48528 3.719064699317831e-26 1814
9.19239 1.240771083590247e-26 2178
9.8995 2.125734068992094e-28 2498
10.6066 1.055868285438274e-29 2622
11.3137 3.917410197749368e-31 3338
12.0208 7.791580636773767e-34 3722
12.7279 5.180422132046816e-35 4170
13.435 2.533700925844774e-36 4358
14.1421 2.123663970551037e-38 5034
14.8492 3.910148189743472e-39 5714
15.5564 3.136628381998136e-39 5982
16.2635 3.073614810904074e-39 6602
16.9706 3.920126664303195e-39 7130
17.6777 4.864183876255715e-39 8034
18.3848 7.170144246912441e-39 8606
19.0919 9.888380472368642e-39 9066
19.799 1.188767881967153e-38 9962
20.5061 1.398286967699763e-38 10550
21.2132 1.657442609461904e-38 11226
21.9203 1.917360194991261e-38 12146
22.6274 2.053933530708769e-38 12303
23.3345 2.022672018365566e-38 12584
24.0416 1.797322842677333e-38 12120
24.7487 1.510073611263892e-38 11180
25.4559 1.333948498257373e-38 11096
26.163 1.085639699117349e-38 10056
26.8701 8.377519512048585e-39 9716
27.5772 6.298402220935663e-39 8604
28.2843 5.107525800703082e-39 8060
28.9914 4.32346714781143e-39 7320
29.6985 3.496743775906814e-39 6356
30.4056 2.85242694268117e-39 5348
31.1127 2.12691236543675e-39 4308
31.8198 1.705621399046068e-39 3563
32.5269 1.080306530973353e-39 2448
33.234 8.056939384623573e-40 1868
33.9411 5.758695230838226e-40 1358
34.6482 4.383759554862112e-40 1062
35.3554 3.144959351331763e-40 776
36.0625 1.858170895622916e-40 432
36.7696 8.776691831977906e-41 200
37.4767 6.883030288285773e-41 168
38.1838 2.446802247161753e-41 56
38.8909 1.024087318636036e-42 7

0.707107 1.824232072482106e-19 18
1.41421 8.585390019777735e-19 62
2.12132 1.455597871793236e-18 98
2.82843 6.418262096033125e-19 210
3.53554 1.244196699907282e-19 350
4.24264 7.168766940628967e-20 450
4.94975 8.990935748700441e-19 602
5.65686 7.943220720911027e-19 762
6.36396 2.060898259394325e-19 1142
7.07107 4.060241297553258e-21 1250
7.77818 3.793144356687233e-24 1458
8.48528 2.454122977719685e-25 1814
9.19239 3.827201894423454e-26 2178
9.8995 1.973956264923848e-28 2498
10.6066 1.396686881016824e-29 2622
11.3137 1.013825095227964e-30 3338
12.0208 1.223488369384436e-31 3722
12.7279 2.427309436389892e-32 4170
13.435 3.357823252190555e-33 4358
14.1421 1.552233314431608e-35 5034
14.8492 3.848882398170518e-38 5714
15.5564 1.155382483433075e-38 5982
16.2635 1.210423157862832e-38 6602
16.9706 1.58560348196154e-38 7130
17.6777 2.16435682331083e-38 8034
18.3848 3.089409291651782e-38 8606
19.0919 4.198798294367237e-38 9066
19.799 4.883511633222938e-38 9962
20.5061 5.89702088452477e-38 10550
21.2132 7.174059957054393e-38 11226
21.9203 8.808320304301226e-38 12146
22.6274 9.202943814926691e-38 12303
23.3345 9.42858477475235e-38 12584
24.0416 8.788903632062767e-38 12120
24.7487 7.63915612961105e-38 11180
25.4559 7.525729914257059e-38 11096
26.163 6.815417125491365e-38 10056
26.8701 6.333210747712737e-38 9716
27.5772 5.452090590402133e-38 8604
28.2843 5.158263384392183e-38 8060
28.9914 4.772469467143685e-38 7320
29.6985 4.307238164385763e-38 6356
30.4056 3.851916932236097e-38 5348
31.1127 3.261944887964354e-38 4308
31.8198 2.701256271830234e-38 3563
32.5269 1.801332529206582e-38 2448
33.234 1.421156095247216e-38 1868
33.9411 1.072320650433612e-38 1358
34.6482 8.33884348100609e-39 1062
35.3554 6.154748877923235e-39 776
36.0625 3.654230552167096e-39 432
36.7696 1.756673380909864e-39 200
37.4767 1.477431637431308e-39 168
