1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
0.25 4.234413312091045e-18 2.208676429379843e-16 18
0.5 3.171798797816859e-17 2.606738793136951e-15 62
0.75 7.395304543867223e-17 7.773301903884785e-15 98
1 2.389731646692e-16 1.96109205440558e-14 210
1.25 4.449070013865639e-16 5.007934816625214e-14 350
1.5 6.801467873985844e-16 7.465158831787416e-14 450
1.75 1.037171661094411e-15 1.348449507576852e-13 602
2 1.545221782771234e-15 1.790350570109997e-13 762
2.25 2.492433749730359e-15 3.241053612131892e-13 1142
2.5 3.308198599807256e-15 3.735220565614841e-13 1250
2.75 4.003538915721397e-15 4.741642067148464e-13 1458
3 5.452881471119085e-15 6.817986652288826e-13 1814
3.25 6.644955314287329e-15 8.94571017486237e-13 2178
3.5 8.359666303958809e-15 1.084739411393619e-12 2498
3.75 9.824972995783155e-15 1.237585269683872e-12 2622
4 5.896086997775432e-15 8.276183474658833e-13 3338
4.25 1.768872552135671e-46 2.013245422985202e-44 3722
4.5 1.66928193967278e-46 2.166042307515173e-44 4170
4.75 1.676723472103953e-46 2.106665596602952e-44 4358
5 2.002757654166529e-46 2.561226214328428e-44 5034
5.25 2.200599711981005e-46 2.886017406181846e-44 5714
5.5 2.157187632543388e-46 2.952338113176331e-44 5982
5.75 2.323276885610384e-46 3.043709580289052e-44 6602
6 2.540306964552173e-46 3.234042541261986e-44 7130
6.25 2.613877024569181e-46 3.394869036827241e-44 8034
6.5 2.728714887096055e-46 3.383660877037187e-44 8606
6.75 2.710006950886994e-46 3.537232314253716e-44 9066
7 2.965465109871774e-46 3.767712995033508e-44 9962
7.25 3.366876229247535e-46 4.435030908108566e-44 10550
7.5 3.537270902271505e-46 4.50613759348266e-44 11226
7.75 3.674496484501228e-46 4.543355513254239e-44 12146
8 3.631420443712885e-46 4.561832925871597e-44 12606
8.25 4.028424656950126e-46 5.27704278276186e-44 13802
8.5 4.328933934064234e-46 5.477126476835946e-44 14754
8.75 4.59584502203647e-46 6.149089985199445e-44 15194
9 4.983737458347897e-46 6.120823579163394e-44 16454
9.25 5.169751729870006e-46 6.54956988339276e-44 17154
9.5 5.468974360630719e-46 6.991787677069625e-44 18266
9.75 5.579518668529521e-46 6.979838206607714e-44 18750
10 5.843986776923734e-46 7.426150175125134e-44 20234
10.25 6.412457569822388e-46 8.10272737476299e-44 21450
10.5 6.660148414312904e-46 8.783479924303571e-44 21962
10.75 6.749642487112473e-46 8.543997786082496e-44 23462
11 7.233470831686518e-46 9.46480128035819e-44 24042
11.25 7.878646732581048e-46 9.965827719530016e-44 25946
11.5 8.059825767048977e-46 9.996147196929045e-44 26118
11.75 8.400211333573345e-46 1.039544216593819e-43 27506
12 8.081500620764505e-46 1.032523207492948e-43 28631
