#t    rel_diff_friedmann    LHS_friedmann    RHS_friedmann
0    0    0.684090057864545    0.684090057864545
0.5    -1.90613508795866e-05    1.29183574428564    1.2918849934932
1    -7.20040501920509e-06    1.47221858020909    1.47223978150186
1.5    5.15107612978912e-06    1.13586849525427    1.13585679342436
2    2.09326096279328e-06    0.824668151525145    0.824664699041075
2.49999999999999    3.16759397345865e-06    0.640942820765975    0.640938760285604
2.99999999999998    1.75129361322696e-05    0.547379411011097    0.547360238905527
3.49999999999997    5.80476066587426e-06    0.623881270473408    0.623874027552533
3.99999999999996    -6.51587061163209e-06    0.882946975123777    0.882958481535245
4.49999999999995    1.0325256090649e-05    0.985994893720541    0.985974532631211
4.99999999999994    1.19836275262236e-05    0.877559871492045    0.877538839042826
5.49999999999993    9.65188044121348e-06    0.756053144020081    0.756038549491839
5.99999999999992    1.73376715771974e-05    0.664676521376722    0.664653473889846
6.49999999999991    2.69775198730271e-05    0.629689705461348    0.629655731444796
6.9999999999999    3.96621247464394e-06    0.729844566549192    0.729838777134906
7.49999999999988    9.91862027376216e-06    0.880635065701737    0.880617596505374
7.99999999999987    2.02935466167206e-05    0.881453764306415    0.881417989386302
8.49999999999986    1.6353879382118e-05    0.802055675591826    0.802029442577285
8.99999999999985    1.76338811658894e-05    0.728147677384225    0.728121997697829
9.49999999999984    2.9414536200945e-05    0.673053756933045    0.673014162969486
9.99999999999983    2.440442788493e-05    0.683105332003987    0.683071991228024
10.4999999999998    7.02516825951433e-06    0.792672983954471    0.792661846710538
10.9999999999998    2.36104357149392e-05    0.861937383079848    0.861896682606457
11.4999999999998    2.36847186037987e-05    0.825369962774978    0.82533086639034
11.9999999999998    2.03232309317196e-05    0.765821447415269    0.76579032011562
12.4999999999998    2.65647536151493e-05    0.713766375153399    0.713728454104973
12.9999999999998    3.62567987161663e-05    0.685691035120217    0.685641314999226
13.4999999999998    1.59419324442842e-05    0.732684156332417    0.732660795902181
13.9999999999997    1.90124714863976e-05    0.82252271709949    0.822491441314708
14.4999999999997    3.01501582156504e-05    0.833799974928578    0.833749698042106
14.9999999999997    2.50647111110274e-05    0.790370202596102    0.790330582787564
15.4999999999997    2.54449031347484e-05    0.744732991611197    0.744695093257852
15.9999999999997    3.59090435679877e-05    0.707232686049129    0.707181895774287
16.4999999999998    3.32855612105362e-05    0.707317561974366    0.70727047661762
16.9999999999999    1.46059843795505e-05    0.774843567689869    0.774820933314374
17.4999999999999    3.12120525443091e-05    0.825771846192257    0.825720299732622
18    3.13288963293042e-05    0.806534974929322    0.806484440811269
18.5000000000001    2.70866656055927e-05    0.767435791070383    0.767394217643175
19.0000000000002    3.23297516912632e-05    0.731190125051916    0.731142848190001
19.5000000000002    4.19838707438825e-05    0.708768003964121    0.708708492814098
20.0000000000003    2.3610210529081e-05    0.736998580122852    0.736963779561228
20.5000000000004    2.45127578210682e-05    0.800976010980704    0.800936743681298
21.0000000000005    3.678099730192e-05    0.813702734141827    0.81364287874723
21.5000000000006    3.11636477319697e-05    0.784515876600834    0.784466981371751
22.0000000000006    3.07683006067246e-05    0.751569321122136    0.751523073523498
