1:binCentralValue 2:valuesAverage 3:valuesAverage 4:multiplicity
0.25 2.722067481397901e-17 5.160610970282458e-17 18
0.5 1.694642832754392e-16 7.651813503130118e-16 62
0.75 4.456261523627894e-16 1.516300911721576e-15 98
1 1.178394786275013e-15 6.088873587710003e-15 210
1.25 2.271401276301585e-15 1.245155267872232e-14 350
1.5 3.199635293420958e-15 1.644609272157738e-14 450
1.75 4.088153132196706e-15 3.446236584939145e-14 602
2 6.213341815892888e-15 4.644852154488916e-14 762
2.25 1.049960558034382e-14 8.804349948110928e-14 1142
2.5 1.157546355938152e-14 1.089615632742403e-13 1250
2.75 1.378770121351913e-14 1.615832345765869e-13 1458
3 1.724590413865242e-14 2.218629785003283e-13 1814
3.25 2.157579318258233e-14 2.984804414070597e-13 2178
3.5 2.691616502072765e-14 3.948094861455866e-13 2498
3.75 2.784503446347799e-14 4.771960813652753e-13 2622
4 1.713003759582123e-14 3.10622416685338e-13 3338
4.25 1.229758472199944e-32 3.485597502682723e-33 3722
4.5 1.472490969279992e-32 2.629568259820791e-33 4170
4.75 1.646104997205609e-32 1.536628140973032e-33 4358
5 1.077476362470925e-32 2.28190144152007e-33 5034
5.25 5.666898115946489e-33 4.512371054902741e-33 5714
5.5 6.926057415793211e-33 2.720702777930566e-33 5982
5.75 3.319782452447416e-32 3.619413102972897e-33 6602
6 1.073811727553893e-32 1.738818265805819e-32 7130
6.25 1.443900031675129e-32 4.420574689777143e-33 8034
6.5 1.471708548061662e-32 3.750645554477472e-33 8606
6.75 4.092729014629871e-32 5.127517577392935e-33 9066
7 1.867169894739032e-32 1.187244260677834e-32 9962
7.25 1.797210876067244e-32 7.577906500740454e-33 10550
7.5 1.948186696569125e-32 9.631797368553062e-33 11226
7.75 2.793256388027098e-32 6.307849867846532e-33 12146
8 3.055619135670551e-32 6.321577965691207e-33 12606
8.25 4.238020486760041e-32 1.096893614451357e-32 13802
8.5 2.519767411390857e-32 1.032491456053189e-32 14754
8.75 2.459066373877874e-32 5.286640754102702e-33 15194
9 4.479839642714295e-32 3.692907678666936e-32 16454
9.25 2.85293006800437e-32 9.74657306676258e-33 17154
